MLRA,Ecological site ID,Ecological site legacy ID,Synonym,Legacy,Date
042B,R042BE061NM,R042BE061NM,R042BY061NM,No,7/15/2022
042B,R042BE061NM,R042BE061NM,DX042B02E061,No,7/15/2022
042B,R042BE061NM,R042BE061NM,DX042B05A061,No,7/25/2022
042B,R042BE061NM,R042BE061NM,R042BY061NM,Yes,7/25/2022
042B,R042BE062NM,R042BE062NM,R042XA062NM,No,5/23/2022
042B,R042BE062NM,R042BE062NM,R042XA062NM,Yes,5/23/2022
042B,R042BE062NM,R042BE062NM,R042BY062NM,No,7/18/2022
042B,R042BE062NM,R042BE062NM,DX042B05E062,No,7/25/2022
042B,R042BE062NM,R042BE062NM,R042BY062NM,Yes,7/25/2022
042B,R042BE063NM,R042BE063NM,R042XA063NM,No,5/23/2022
042B,R042BE063NM,R042BE063NM,R042XA063NM,Yes,5/23/2022
042B,R042BE063NM,R042BE063NM,R042BY063NM,No,7/15/2022
042B,R042BE063NM,R042BE063NM,DX042B05A063,No,7/25/2022
042B,R042BE063NM,R042BE063NM,R042BY063NM,Yes,7/25/2022
042B,R042BF020NM,R042BF020NM,R042XC020NM,No,5/23/2022
042B,R042BF020NM,R042BF020NM,R042XC020NM,Yes,5/23/2022
042B,R042BF020NM,R042BF020NM,R042CY020NM,No,7/18/2022
042B,R042BF020NM,R042BF020NM,R042CY020NM,Yes,7/18/2022
042B,R042BF020NM,R042BF020NM,DX042B03C020,No,7/18/2022
042B,R042BF020NM,R042BF020NM,DX042B03D020,No,7/18/2022
042B,R042BF020NM,R042BF020NM,DX042B04D020,No,7/25/2022
042B,R042BF020NM,R042BF020NM,R042BY020NM,Yes,7/25/2022
042B,R042BF020NM,R042BF020NM,R042BB020NM,No,7/25/2022
042B,R042BF020NM,R042BF020NM,R042BB020NM,Yes,7/25/2022
042B,R042BF801NM,R042BF801NM,R042XJ001NM,No,5/23/2022
042B,R042BF801NM,R042BF801NM,R042XJ001NM,Yes,5/23/2022
042B,R042BF801NM,R042BF801NM,R042AY001NM,No,6/15/2022
042B,R042BF801NM,R042BF801NM,R042AY001NM,Yes,6/15/2022
042B,R042BF801NM,R042BF801NM,R042AY801NM,No,7/1/2022
042B,R042BF801NM,R042BF801NM,R042AY801NM,Yes,7/1/2022
042B,R042BF801NM,R042BF801NM,R042BY801NM,No,7/18/2022
042B,R042BF801NM,R042BF801NM,DX042B06F801,No,7/25/2022
042B,R042BF801NM,R042BF801NM,R042BY801NM,Yes,7/25/2022
042B,R042BF801NM,R042BF801NM,R042BE801NM,No,8/1/2022
042B,R042BF801NM,R042BF801NM,R042BE801NM,Yes,8/1/2022
042B,R042BF902NM,R042BF902NM,R042XJ002NM,No,5/23/2022
042B,R042BF902NM,R042BF902NM,R042XJ002NM,Yes,5/23/2022
042B,R042BF902NM,R042BF902NM,R042AY002NM,No,6/15/2022
042B,R042BF902NM,R042BF902NM,R042AY002NM,Yes,6/15/2022
042B,R042BF902NM,R042BF902NM,R042AY902NM,No,7/1/2022
042B,R042BF902NM,R042BF902NM,R042AY902NM,Yes,7/1/2022
042B,R042BF902NM,R042BF902NM,R042BY902NM,No,7/18/2022
042B,R042BF902NM,R042BF902NM,DX042B06F902,No,7/25/2022
042B,R042BF902NM,R042BF902NM,R042BY902NM,Yes,7/25/2022
042B,R042BF902NM,R042BF902NM,R042BE902NM,No,8/1/2022
042B,R042BF902NM,R042BF902NM,R042BE902NM,Yes,8/1/2022
042B,R042BF902NM,R042BF902NM,R042BF902NM,No,8/1/2022
042B,R042BF902NM,R042BF902NM,R042BF902NM,Yes,8/1/2022
042B,R042BF902NM,R042BF902NM,R042BG902NM,No,8/2/2022
042B,R042BF902NM,R042BF902NM,R042BG902NM,Yes,8/2/2022
042B,R042BF903NM,R042BF903NM,R042XJ003NM,No,5/23/2022
042B,R042BF903NM,R042BF903NM,R042XJ003NM,Yes,5/23/2022
042B,R042BF903NM,R042BF903NM,R042AY003NM,No,6/15/2022
042B,R042BF903NM,R042BF903NM,R042AY003NM,Yes,6/15/2022
042B,R042BF903NM,R042BF903NM,R042AY903NM,No,7/1/2022
042B,R042BF903NM,R042BF903NM,R042AY903NM,Yes,7/1/2022
042B,R042BF903NM,R042BF903NM,R042BY903NM,No,7/18/2022
042B,R042BF903NM,R042BF903NM,DX042B04D903,No,7/25/2022
042B,R042BF903NM,R042BF903NM,R042BY903NM,Yes,7/25/2022
042B,R042BF903NM,R042BF903NM,R042BB903NM,No,7/25/2022
042B,R042BF903NM,R042BF903NM,R042BB903NM,Yes,7/25/2022
042B,R042BG901NM,R042BG901NM,R042XK001NM,No,5/23/2022
042B,R042BG901NM,R042BG901NM,R042XK001NM,Yes,5/23/2022
042B,R042BG901NM,R042BG901NM,R042AY001NM,No,6/15/2022
042B,R042BG901NM,R042BG901NM,R042AY001NM,Yes,6/15/2022
042B,R042BG901NM,R042BG901NM,R042AY901NM,No,7/1/2022
042B,R042BG901NM,R042BG901NM,R042AY901NM,Yes,7/1/2022
042B,R042BG901NM,R042BG901NM,R042BY901NM,No,7/18/2022
042B,R042BG901NM,R042BG901NM,DX042B07G901,No,7/25/2022
042B,R042BG901NM,R042BG901NM,R042BY901NM,Yes,7/25/2022
042B,R042BG901NM,R042BG901NM,R042BB901NM,No,7/25/2022
042B,R042BG901NM,R042BG901NM,R042BB901NM,Yes,7/25/2022
042B,R042BY050NM,R042BY050NM,R042XB050NM,No,5/23/2022
042B,R042BY050NM,R042BY050NM,R042XB050NM,Yes,5/23/2022
042B,R042BY080NM,R042BY080NM,R042XB080NM,No,5/23/2022
042B,R042BY080NM,R042BY080NM,R042XB080NM,Yes,5/23/2022
042B,R042BY083NM,R042BY083NM,R042XB083NM,No,5/23/2022
042B,R042BY083NM,R042BY083NM,R042XB083NM,Yes,5/23/2022
042B,R042BY086NM,R042BY086NM,R042XB086NM,No,5/23/2022
042B,R042BY086NM,R042BY086NM,R042XB086NM,Yes,5/23/2022
042B,R042BY090NM,R042BY090NM,R042XB020NM,No,5/23/2022
042B,R042BY090NM,R042BY090NM,R042XB020NM,Yes,5/23/2022
042B,R042BY090NM,R042BY090NM,R042BY020NM,No,7/18/2022
042B,R042BY090NM,R042BY090NM,R042BY020NM,Yes,7/18/2022
042B,R042BY259TX,R042BY259TX,R042XB259TX,No,5/23/2022
042B,R042BY259TX,R042BY259TX,R042XB259TX,Yes,5/23/2022
042B,R042BY261TX,R042BY261TX,R042XB261TX,No,5/23/2022
042B,R042BY261TX,R042BY261TX,R042XB261TX,Yes,5/23/2022
042B,R042BY266TX,R042BY266TX,R042XB266TX,No,5/23/2022
042B,R042BY266TX,R042BY266TX,R042XB266TX,Yes,5/23/2022
042B,R042BY267TX,R042BY267TX,R042XB267TX,No,5/23/2022
042B,R042BY267TX,R042BY267TX,R042XB267TX,Yes,5/23/2022
042B,R042BY268TX,R042BY268TX,R042XB268TX,No,5/23/2022
042B,R042BY268TX,R042BY268TX,R042XB268TX,Yes,5/23/2022
042B,R042BY270TX,R042BY270TX,R042XB270TX,No,5/23/2022
042B,R042BY270TX,R042BY270TX,R042XB270TX,Yes,5/23/2022
042B,R042BY271TX,R042BY271TX,R042XB271TX,No,5/23/2022
042B,R042BY271TX,R042BY271TX,R042XB271TX,Yes,5/23/2022
042B,R042BY750TX,R042BY750TX,R042XB750TX,No,5/23/2022
042B,R042BY750TX,R042BY750TX,R042XB750TX,Yes,5/23/2022
042B,R042BY751TX,R042BY751TX,R042XB751TX,No,5/23/2022
042B,R042BY751TX,R042BY751TX,R042XB751TX,Yes,5/23/2022
042B,R042BY951NM,R042BY951NM,R042XB051NM,No,5/23/2022
042B,R042BY951NM,R042BY951NM,R042XB051NM,Yes,5/23/2022
042B,R042BY951NM,R042BY951NM,R042BY051NM,No,6/15/2022
042B,R042BY951NM,R042BY951NM,R042BY051NM,Yes,6/15/2022
042B,R042BY953NM,R042BY953NM,R042XB053NM,No,5/23/2022
042B,R042BY953NM,R042BY953NM,R042XB053NM,Yes,5/23/2022
042B,R042BY953NM,R042BY953NM,R042BY053NM,No,6/15/2022
042B,R042BY953NM,R042BY953NM,R042BY053NM,Yes,6/15/2022
042B,R042BY960NM,R042BY960NM,R042XB060NM,No,5/23/2022
042B,R042BY960NM,R042BY960NM,R042XB060NM,Yes,5/23/2022
042B,R042BY960NM,R042BY960NM,R042BY060NM,No,6/15/2022
042B,R042BY960NM,R042BY960NM,R042BY060NM,Yes,6/15/2022
042B,R042BY961NM,R042BY961NM,R042XB061NM,No,5/23/2022
042B,R042BY961NM,R042BY961NM,R042XB061NM,Yes,5/23/2022
042B,R042BY961NM,R042BY961NM,R042BY061NM,No,6/15/2022
042B,R042BY961NM,R042BY961NM,R042BY061NM,Yes,6/15/2022
042C,F042CY020TX,F042CY020TX,F070CY020TX,No,5/23/2022
042C,F042CY020TX,F042CY020TX,F070CY020TX,Yes,5/23/2022
042C,F042CY021TX,F042CY021TX,F070CY021TX,No,5/23/2022
042C,F042CY021TX,F042CY021TX,F070CY021TX,Yes,5/23/2022
042C,F042CY125NM,F042CY125NM,F070CY125NM,No,5/24/2022
042C,F042CY125NM,F042CY125NM,F070CY125NM,Yes,5/24/2022
042C,R042CY001NM,R042CY001NM,R042XI001NM,No,5/23/2022
042C,R042CY001NM,R042CY001NM,R042XI001NM,Yes,5/23/2022
042C,R042CY002NM,R042CY002NM,R042XI002NM,No,5/23/2022
042C,R042CY002NM,R042CY002NM,R042XI002NM,Yes,5/23/2022
042C,R042CY003NM,R042CY003NM,R042XH003NM,No,5/23/2022
042C,R042CY003NM,R042CY003NM,R042XH003NM,Yes,5/23/2022
042C,R042CY004NM,R042CY004NM,R042XH004NM,No,5/23/2022
042C,R042CY004NM,R042CY004NM,R042XH004NM,Yes,5/23/2022
042C,R042CY005NM,R042CY005NM,R042XH005NM,No,5/23/2022
042C,R042CY005NM,R042CY005NM,R042XH005NM,Yes,5/23/2022
042C,R042CY006NM,R042CY006NM,R042XH006NM,No,5/23/2022
042C,R042CY006NM,R042CY006NM,R042XH006NM,Yes,5/23/2022
042C,R042CY007NM,R042CY007NM,R042XH007NM,No,5/23/2022
042C,R042CY007NM,R042CY007NM,R042XH007NM,Yes,5/23/2022
042C,R042CY101NM,R042CY101NM,R070CY101NM,No,5/24/2022
042C,R042CY101NM,R042CY101NM,R070CY101NM,Yes,5/24/2022
042C,R042CY102NM,R042CY102NM,R070CY102NM,No,5/24/2022
042C,R042CY102NM,R042CY102NM,R070CY102NM,Yes,5/24/2022
042C,R042CY103NM,R042CY103NM,R070CY103NM,No,5/24/2022
042C,R042CY103NM,R042CY103NM,R070CY103NM,Yes,5/24/2022
042C,R042CY104NM,R042CY104NM,R070CY104NM,No,5/24/2022
042C,R042CY104NM,R042CY104NM,R070CY104NM,Yes,5/24/2022
042C,R042CY105NM,R042CY105NM,R070CY105NM,No,5/24/2022
042C,R042CY105NM,R042CY105NM,R070CY105NM,Yes,5/24/2022
042C,R042CY106NM,R042CY106NM,R070CY106NM,No,5/24/2022
042C,R042CY106NM,R042CY106NM,R070CY106NM,Yes,5/24/2022
042C,R042CY107NM,R042CY107NM,R070CY107NM,No,5/24/2022
042C,R042CY107NM,R042CY107NM,R070CY107NM,Yes,5/24/2022
042C,R042CY108NM,R042CY108NM,R070CY108NM,No,5/24/2022
042C,R042CY108NM,R042CY108NM,R070CY108NM,Yes,5/24/2022
042C,R042CY109NM,R042CY109NM,R070CY109NM,No,5/24/2022
042C,R042CY109NM,R042CY109NM,R070CY109NM,Yes,5/24/2022
042C,R042CY110NM,R042CY110NM,R070CY110NM,No,5/24/2022
042C,R042CY110NM,R042CY110NM,R070CY110NM,Yes,5/24/2022
042C,R042CY111NM,R042CY111NM,R070CY111NM,No,5/24/2022
042C,R042CY111NM,R042CY111NM,R070CY111NM,Yes,5/24/2022
042C,R042CY112NM,R042CY112NM,R070CY112NM,No,5/24/2022
042C,R042CY112NM,R042CY112NM,R070CY112NM,Yes,5/24/2022
042C,R042CY113NM,R042CY113NM,R070CY113NM,No,5/24/2022
042C,R042CY113NM,R042CY113NM,R070CY113NM,Yes,5/24/2022
042C,R042CY114NM,R042CY114NM,R070CY114NM,No,5/24/2022
042C,R042CY114NM,R042CY114NM,R070CY114NM,Yes,5/24/2022
042C,R042CY115NM,R042CY115NM,R070CY115NM,No,5/24/2022
042C,R042CY115NM,R042CY115NM,R070CY115NM,Yes,5/24/2022
042C,R042CY116NM,R042CY116NM,R070CY116NM,No,5/24/2022
042C,R042CY116NM,R042CY116NM,R070CY116NM,Yes,5/24/2022
042C,R042CY117NM,R042CY117NM,R070CY117NM,No,5/24/2022
042C,R042CY117NM,R042CY117NM,R070CY117NM,Yes,5/24/2022
042C,R042CY118NM,R042CY118NM,R070CY118NM,No,5/24/2022
042C,R042CY118NM,R042CY118NM,R070CY118NM,Yes,5/24/2022
042C,R042CY119NM,R042CY119NM,R070CY119NM,No,5/24/2022
042C,R042CY119NM,R042CY119NM,R070CY119NM,Yes,5/24/2022
042C,R042CY120NM,R042CY120NM,R070CY120NM,No,5/24/2022
042C,R042CY120NM,R042CY120NM,R070CY120NM,Yes,5/24/2022
042C,R042CY121NM,R042CY121NM,R070CY121NM,No,5/24/2022
042C,R042CY121NM,R042CY121NM,R070CY121NM,Yes,5/24/2022
042C,R042CY122NM,R042CY122NM,R070CY122NM,No,5/24/2022
042C,R042CY122NM,R042CY122NM,R070CY122NM,Yes,5/24/2022
042C,R042CY123NM,R042CY123NM,R070CY123NM,No,5/24/2022
042C,R042CY123NM,R042CY123NM,R070CY123NM,Yes,5/24/2022
042C,R042CY124NM,R042CY124NM,R070CY124NM,No,5/24/2022
042C,R042CY124NM,R042CY124NM,R070CY124NM,Yes,5/24/2022
042C,R042CY125TX,R042CY125TX,R070CY125TX,No,5/23/2022
042C,R042CY125TX,R042CY125TX,R070CY125TX,Yes,5/23/2022
042C,R042CY151NM,R042CY151NM,R070DY151NM,No,5/24/2022
042C,R042CY151NM,R042CY151NM,R070DY151NM,Yes,5/24/2022
042C,R042CY152NM,R042CY152NM,R070DY152NM,No,5/24/2022
042C,R042CY152NM,R042CY152NM,R070DY152NM,Yes,5/24/2022
042C,R042CY153NM,R042CY153NM,R070DY153NM,No,5/24/2022
042C,R042CY153NM,R042CY153NM,R070DY153NM,Yes,5/24/2022
042C,R042CY154NM,R042CY154NM,R070DY154NM,No,5/24/2022
042C,R042CY154NM,R042CY154NM,R070DY154NM,Yes,5/24/2022
042C,R042CY155NM,R042CY155NM,R070DY155NM,No,5/24/2022
042C,R042CY155NM,R042CY155NM,R070DY155NM,Yes,5/24/2022
042C,R042CY156NM,R042CY156NM,R070DY156NM,No,5/24/2022
042C,R042CY156NM,R042CY156NM,R070DY156NM,Yes,5/24/2022
042C,R042CY158NM,R042CY158NM,R070DY158NM,No,5/24/2022
042C,R042CY158NM,R042CY158NM,R070DY158NM,Yes,5/24/2022
042C,R042CY159NM,R042CY159NM,R070DY159NM,No,5/24/2022
042C,R042CY159NM,R042CY159NM,R070DY159NM,Yes,5/24/2022
042C,R042CY745TX,R042CY745TX,R070CY745TX,No,5/23/2022
042C,R042CY745TX,R042CY745TX,R070CY745TX,Yes,5/23/2022
042C,R042CY755TX,R042CY755TX,R070DY755TX,No,5/24/2022
042C,R042CY755TX,R042CY755TX,R070DY755TX,Yes,5/24/2022
042C,R042CY901NM,R042CY901NM,R042XH001NM,No,5/23/2022
042C,R042CY901NM,R042CY901NM,R042XH001NM,Yes,5/23/2022
042C,R042CY901NM,R042CY901NM,R042CY001NM,No,6/15/2022
042C,R042CY901NM,R042CY901NM,R042CY001NM,Yes,6/15/2022
042C,R042CY902NM,R042CY902NM,R042XH002NM,No,5/23/2022
042C,R042CY902NM,R042CY902NM,R042XH002NM,Yes,5/23/2022
042C,R042CY902NM,R042CY902NM,R042CY002NM,No,6/15/2022
042C,R042CY902NM,R042CY902NM,R042CY002NM,Yes,6/15/2022
042C,R042CY908NM,R042CY908NM,R070XC108NM,No,4/7/2021
042C,R042CY908NM,R042CY908NM,R070XC108NM,Yes,4/7/2021
042C,R042CY908NM,R042CY908NM,R070CY908NM,No,5/23/2022
042C,R042CY908NM,R042CY908NM,R070CY908NM,Yes,5/23/2022
042C,R042CY909NM,R042CY909NM,R070XC109NM,No,4/7/2021
042C,R042CY909NM,R042CY909NM,R070XC109NM,Yes,4/7/2021
042C,R042CY909NM,R042CY909NM,R070CY909NM,No,5/23/2022
042C,R042CY909NM,R042CY909NM,R070CY909NM,Yes,5/23/2022
042C,R042CY913NM,R042CY913NM,R070XC113NM,No,4/7/2021
042C,R042CY913NM,R042CY913NM,R070XC113NM,Yes,4/7/2021
042C,R042CY913NM,R042CY913NM,R070CY913NM,No,5/24/2022
042C,R042CY913NM,R042CY913NM,R070CY913NM,Yes,5/24/2022
042C,R042CY921NM,R042CY921NM,R070XC121NM,No,4/7/2021
042C,R042CY921NM,R042CY921NM,R070XC121NM,Yes,4/7/2021
042C,R042CY921NM,R042CY921NM,R070CY921NM,No,5/24/2022
042C,R042CY921NM,R042CY921NM,R070CY921NM,Yes,5/24/2022
042C,R042CY995NM,R042CY995NM,R070CY995NM,No,5/24/2022
042C,R042CY995NM,R042CY995NM,R070CY995NM,Yes,5/24/2022
043A,F043AP902MT,F043AP902MT,F043AP902MT,No,7/14/2022
043A,F043AP902MT,F043AP902MT,F043AP902MT,Yes,7/14/2022
043A,F043AP902MT,F043AP902MT,F043BP902MT,No,7/14/2022
043A,F043AP902MT,F043AP902MT,F043BP902MT,Yes,7/14/2022
043A,F043AX951MT,F043AX951MT,F043AX006MT,No,4/17/2020
043A,F043AX951MT,F043AX951MT,F043AX006MT,Yes,4/17/2020
043A,F043AX952MT,F043AX952MT,F043AX005MT,No,4/17/2020
043A,F043AX952MT,F043AX952MT,F043AX005MT,Yes,4/17/2020
043A,F043AX954MT,F043AX954MT,F043AX004MT,No,4/17/2020
043A,F043AX954MT,F043AX954MT,F043AX004MT,Yes,4/17/2020
043A,F043AX955MT,F043AX955MT,F043AX002MT,No,4/17/2020
043A,F043AX955MT,F043AX955MT,F043AX002MT,Yes,4/17/2020
043A,F043AX956MT,F043AX956MT,F043AX001MT,No,4/17/2020
043A,F043AX956MT,F043AX956MT,F043AX001MT,Yes,4/17/2020
043A,F043AX957MT,F043AX957MT,F043AX007MT,No,4/17/2020
043A,F043AX957MT,F043AX957MT,F043AX007MT,Yes,4/17/2020
043A,F043AX958MT,F043AX958MT,F043AX008MT,No,4/17/2020
043A,F043AX958MT,F043AX958MT,F043AX008MT,Yes,4/17/2020
043A,F043AX959MT,F043AX959MT,F043AX009MT,No,4/17/2020
043A,F043AX959MT,F043AX959MT,F043AX009MT,Yes,4/17/2020
043A,F043AX960MT,F043AX960MT,F043AX010MT,No,4/17/2020
043A,F043AX960MT,F043AX960MT,F043AX010MT,Yes,4/17/2020
043A,F043AY533WA,F043AY533WA,F043AY534WA,Yes,10/11/2019
043A,F043AY533WA,F043AY533WA,F043AY534WA,No,1/22/2020
043A,F043AY533WA,F043AY533WA,F043AY534WA,Yes,1/22/2020
043A,F043AY534WA,F043AY534WA,F043AY535WA,Yes,10/11/2019
043A,F043AY534WA,F043AY534WA,F043AY535WA,No,1/22/2020
043A,F043AY534WA,F043AY534WA,F043AY535WA,Yes,1/22/2020
043A,F043AY536ID,F043AY536ID,F043AY535ID,No,1/22/2020
043A,F043AY536ID,F043AY536ID,F043AY535ID,Yes,1/22/2020
043A,F043AY559ID,F043AY559ID,F043AF559ID,No,1/27/2020
043A,F043AY559ID,F043AY559ID,F043AF559ID,Yes,1/27/2020
043A,F043AY579ID,F043AY579ID,F043AY578ID,No,1/30/2020
043A,F043AY579ID,F043AY579ID,F043AY578ID,Yes,1/30/2020
043A,F043AY583ID,F043AY583ID,F043AY582ID,No,1/30/2020
043A,F043AY583ID,F043AY583ID,F043AY582ID,Yes,1/30/2020
043A,F043AY583ID,F043AY583ID,F043AY583ID,No,10/14/2020
043A,F043AY583ID,F043AY583ID,EX043A583,No,12/23/2020
043A,F043AY586WA,F043AY586WA,F043AY587WA,No,8/25/2020
043A,F043AY586WA,F043AY586WA,F043AY587WA,Yes,8/25/2020
043A,R043AX961MT,R043AX961MT,R043AX011MT,No,4/17/2020
043A,R043AX961MT,R043AX961MT,R043AX011MT,Yes,4/17/2020
043A,R043AX962MT,R043AX962MT,R043AX012MT,No,4/17/2020
043A,R043AX962MT,R043AX962MT,R043AX012MT,Yes,4/17/2020
043A,R043AX963MT,R043AX963MT,R043AX013MT,No,4/17/2020
043A,R043AX963MT,R043AX963MT,R043AX013MT,Yes,4/17/2020
043A,R043AX966MT,R043AX966MT,F043AX011MT,No,4/14/2020
043A,R043AX966MT,R043AX966MT,F043AX011MT,Yes,4/14/2020
043A,R043AX966MT,R043AX966MT,R043AX016MT,No,4/17/2020
043A,R043AX966MT,R043AX966MT,R043AX016MT,Yes,4/17/2020
043A,R043AX968MT,R043AX968MT,R043AX018MT,No,4/17/2020
043A,R043AX968MT,R043AX968MT,R043AX018MT,Yes,4/17/2020
043A,R043AX971MT,R043AX971MT,R043AX021MT,No,4/17/2020
043A,R043AX971MT,R043AX971MT,R043AX021MT,Yes,4/17/2020
043A,R043AX972MT,R043AX972MT,R043AX022MT,No,4/17/2020
043A,R043AX972MT,R043AX972MT,R043AX022MT,Yes,4/17/2020
043A,R043AX973MT,R043AX973MT,R043AX023MT,No,4/17/2020
043A,R043AX973MT,R043AX973MT,R043AX023MT,Yes,4/17/2020
043A,R043AX974MT,R043AX974MT,R043AX024MT,No,4/17/2020
043A,R043AX974MT,R043AX974MT,R043AX024MT,Yes,4/17/2020
043A,R043AX979MT,R043AX979MT,R043AX019MT,No,4/17/2020
043A,R043AX979MT,R043AX979MT,R043AX019MT,Yes,4/17/2020
043A,R043AY506WA,R043AY506WA,R043AY506WA,No,8/2/2022
043A,R043AY506WA,R043AY506WA,R043AY506WA,Yes,8/2/2022
043A,R043AY506WA,R043AY506WA,R043AY505WA,No,8/2/2022
043A,R043AY506WA,R043AY506WA,R043AY505WA,Yes,8/2/2022
043A,R043AY508ID,R043AY508ID,R043AY508WA,No,8/2/2022
043A,R043AY508ID,R043AY508ID,R043AY508WA,Yes,8/2/2022
043A,R043AY510ID,R043AY510ID,R043AY510WA,No,8/2/2022
043A,R043AY510ID,R043AY510ID,R043AY510WA,Yes,8/2/2022
043A,R043AY515ID,R043AY515ID,R043AY515WA,No,8/2/2022
043A,R043AY515ID,R043AY515ID,R043AY515WA,Yes,8/2/2022
043A,R043AY516ID,R043AY516ID,R043AY516WA,No,8/2/2022
043A,R043AY516ID,R043AY516ID,R043AY516WA,Yes,8/2/2022
043B,EX043B05C113,R043BX113WY,R043BEWY122,Yes,8/30/2018
043B,EX043B05C113,R043BX113WY,R043BX122WY,Yes,8/30/2018
043B,EX043B05C113,R043BX113WY,R043BEWY122,No,8/30/2018
043B,EX043B05C113,R043BX113WY,DX043B05C113,No,10/15/2018
043B,EX043B05C122,R043BX122WY,R043BX122WY,No,9/14/2018
043B,EX043B05C122,R043BX122WY,DX043B05C122,No,10/15/2018
043B,EX043B18D038,R043BZ338MT,R043BZ038MT,Yes,3/8/2021
043B,EX043B23A104,R043BX504WY,R043BC304WY,No,10/29/2018
043B,EX043B23A104,R043BX504WY,R043BC304WY,Yes,10/29/2018
043B,EX043B23A104,R043BX504WY,R032XY304WY,Yes,11/1/2018
043B,EX043B23A104,R043BX504WY,R043BX104WY,Yes,11/2/2018
043B,EX043B23A104,R043BX504WY,R043BX604WY,Yes,11/14/2018
043B,EX043B23A104,R043BX504WY,EX043B03A104,No,3/13/2019
043B,EX043B23A106,R043BX506WY,R043BX106WY,No,11/2/2018
043B,EX043B23A106,R043BX506WY,R043BX106WY,Yes,11/2/2018
043B,EX043B23A106,R043BX506WY,R043BX606WY,Yes,11/14/2018
043B,EX043B23A106,R043BX506WY,EX043B03A106,No,3/18/2019
043B,EX043B23A109,R043BX509WY,R043BX109WY,No,11/2/2018
043B,EX043B23A109,R043BX509WY,R043BX109WY,Yes,11/2/2018
043B,EX043B23A109,R043BX509WY,R043BX609WY,Yes,11/14/2018
043B,EX043B23A109,R043BX509WY,EX043B03A109,No,3/28/2019
043B,EX043B23A110,R043BX510WY,R043BX610WY,No,11/2/2018
043B,EX043B23A110,R043BX510WY,R043BX610WY,Yes,11/14/2018
