MLRA,Ecological site ID,Ecological site legacy ID,Synonym,Legacy,Date
070B,R070BD003NM,R070BD003NM,R042XC003NM,Yes,5/23/2022
070B,R070BD004NM,R070BD004NM,R042XC004NM,No,5/23/2022
070B,R070BD004NM,R070BD004NM,R042XC004NM,Yes,5/23/2022
070B,R070BD005NM,R070BD005NM,R042XC005NM,No,5/23/2022
070B,R070BD005NM,R070BD005NM,R042XC005NM,Yes,5/23/2022
070B,R070BD246TX,R070BD246TX,R042XC246TX,No,5/23/2022
070B,R070BD246TX,R070BD246TX,R042XC246TX,Yes,5/23/2022
070B,R070BD246TX,R070BD246TX,R042AY246TX,No,7/1/2022
070B,R070BD246TX,R070BD246TX,R042AY246TX,Yes,7/1/2022
070B,R070BD251TX,R070BD251TX,R042XC251TX,No,5/23/2022
070B,R070BD251TX,R070BD251TX,R042XC251TX,Yes,5/23/2022
070B,R070BD251TX,R070BD251TX,R042AY251TX,No,7/1/2022
070B,R070BD251TX,R070BD251TX,R042AY251TX,Yes,7/1/2022
070B,R070BD252TX,R070BD252TX,R042XC252TX,No,5/23/2022
070B,R070BD252TX,R070BD252TX,R042XC252TX,Yes,5/23/2022
070B,R070BD253TX,R070BD253TX,R042XC253TX,No,5/23/2022
070B,R070BD253TX,R070BD253TX,R042XC253TX,Yes,5/23/2022
070B,R070BD254TX,R070BD254TX,R042XC254TX,No,5/23/2022
070B,R070BD254TX,R070BD254TX,R042XC254TX,Yes,5/23/2022
070B,R070BD256TX,R070BD256TX,R042XC256TX,No,5/23/2022
070B,R070BD256TX,R070BD256TX,R042XC256TX,Yes,5/23/2022
070B,R070BD257TX,R070BD257TX,R042XC257TX,No,5/23/2022
070B,R070BD257TX,R070BD257TX,R042XC257TX,Yes,5/23/2022
070B,R070BY662NM,R070BY662NM,R070XB662NM,No,4/6/2021
070B,R070BY662NM,R070BY662NM,R070XB662NM,Yes,4/6/2021
070B,R070BY952NM,R070BY952NM,R070XB052NM,No,4/6/2021
070B,R070BY952NM,R070BY952NM,R070XB052NM,Yes,4/6/2021
070B,R070BY954NM,R070BY954NM,R070XB054NM,No,4/6/2021
070B,R070BY954NM,R070BY954NM,R070XB054NM,Yes,4/6/2021
070B,R070BY955NM,R070BY955NM,R070XB055NM,No,4/6/2021
070B,R070BY955NM,R070BY955NM,R070XB055NM,Yes,4/6/2021
070B,R070BY956NM,R070BY956NM,R070XB056NM,No,4/6/2021
070B,R070BY956NM,R070BY956NM,R070XB056NM,Yes,4/6/2021
070B,R070BY962NM,R070BY962NM,R070XB062NM,No,4/6/2021
070B,R070BY962NM,R070BY962NM,R070XB062NM,Yes,4/6/2021
070B,R070BY965NM,R070BY965NM,R070XB065NM,No,4/6/2021
070B,R070BY965NM,R070BY965NM,R070XB065NM,Yes,4/6/2021
071X,R071XY045NE,R071XY045NE,R071XX045NE,No,4/28/2020
071X,R071XY045NE,R071XY045NE,R071XX045NE,Yes,4/28/2020
073X,R073XY003KS,R073XY003KS,R073XX003KS,No,4/28/2020
073X,R073XY003KS,R073XY003KS,R073XX003KS,Yes,4/28/2020
074X,HX074XY104,R074XY104KS,R074XY004KS,No,11/27/2018
074X,HX074XY104,R074XY104KS,R074XY004KS,Yes,5/16/2019
074X,HX074XY107,R074XY107KS,R074XY007KS,No,10/25/2018
074X,HX074XY107,R074XY107KS,R074XY007KS,Yes,5/16/2019
074X,HX074XY113,R074XY113KS,R074XY013KS,No,11/2/2018
074X,HX074XY113,R074XY113KS,R074XY013KS,Yes,5/16/2019
074X,HX074XY114,R074XY114KS,R074XY014KS,No,11/16/2018
074X,HX074XY114,R074XY114KS,R074XY014KS,Yes,5/16/2019
074X,HX074XY115,R074XY115KS,R074XY015KS,No,10/10/2018
074X,HX074XY115,R074XY115KS,HX074X115,No,10/10/2018
074X,HX074XY115,R074XY115KS,R074XY015KS,Yes,5/16/2019
074X,HX074XY120,R074XY120KS,R074XY020KS,No,12/10/2018
074X,HX074XY120,R074XY120KS,R074XY020KS,Yes,5/16/2019
074X,HX074XY122,R074XY122KS,R074XY022KS,No,11/30/2018
074X,HX074XY122,R074XY122KS,R074XY022KS,Yes,5/16/2019
074X,HX074XY123,R074XY123KS,R074XY023KS,No,12/14/2018
074X,HX074XY123,R074XY123KS,R074XY023KS,Yes,5/16/2019
074X,HX074XY130,R074XY130KS,R074XY030KS,No,9/25/2018
074X,HX074XY130,R074XY130KS,R074XY030KS,Yes,5/16/2019
074X,HX074XY132,R074XY132KS,R074XY032KS,No,12/13/2018
074X,HX074XY132,R074XY132KS,R074XY032KS,Yes,5/16/2019
076X,HX076XY103,R076XY103KS,R076XY103KS,No,2/27/2019
076X,HX076XY104,R076XY104KS,R076XY104KS,No,2/27/2019
076X,HX076XY105,R076XY105KS,R076XY104KS,No,2/27/2019
076X,HX076XY105,R076XY105KS,R076XY104KS,Yes,2/27/2019
076X,HX076XY105,R076XY105KS,R076XY000KS,Yes,5/16/2019
076X,HX076XY107,R076XY107KS,R076XY007KS,No,1/14/2019
076X,HX076XY107,R076XY107KS,R076XY007KS,Yes,5/16/2019
076X,HX076XY107,R076XY107KS,HX076XY107,Yes,10/29/2019
076X,HX076XY109,R076XY109KS,R076XY101KS,No,1/28/2019
076X,HX076XY109,R076XY109KS,R076XY101KS,Yes,5/16/2019
076X,HX076XY112,R076XY112KS,R076XY012KS,No,12/20/2018
076X,HX076XY112,R076XY112KS,R076XY012KS,Yes,5/16/2019
076X,HX076XY113,R076XY113KS,R076XY013KS,No,2/4/2019
076X,HX076XY113,R076XY113KS,R076XY013KS,Yes,5/16/2019
076X,HX076XY115,R076XY115KS,R076XY100KS,No,1/17/2019
076X,HX076XY115,R076XY115KS,R076XY100KS,Yes,5/16/2019
076X,HX076XY128,R076XY128KS,R076XY102KS,No,1/24/2019
076X,HX076XY128,R076XY128KS,R076XY102KS,Yes,5/16/2019
077A,R077AY903KS,R077AY903KS,R077XY003KS,No,4/14/2021
077A,R077AY903KS,R077AY903KS,R077XY003KS,Yes,4/14/2021
077A,R077AY910KS,R077AY910KS,R077XY010KS,No,4/14/2021
077A,R077AY910KS,R077AY910KS,R077XY010KS,Yes,4/14/2021
077A,R077AY911KS,R077AY911KS,R077XY011KS,No,4/14/2021
077A,R077AY911KS,R077AY911KS,R077XY011KS,Yes,4/14/2021
077A,R077AY912KS,R077AY912KS,R077XY012KS,No,4/14/2021
077A,R077AY912KS,R077AY912KS,R077XY012KS,Yes,4/14/2021
077A,R077AY914KS,R077AY914KS,R077XY014KS,No,4/14/2021
077A,R077AY914KS,R077AY914KS,R077XY014KS,Yes,4/14/2021
077A,R077AY915KS,R077AY915KS,R077XY015KS,No,4/14/2021
077A,R077AY915KS,R077AY915KS,R077XY015KS,Yes,4/14/2021
077A,R077AY920KS,R077AY920KS,R077XY020KS,No,4/14/2021
077A,R077AY920KS,R077AY920KS,R077XY020KS,Yes,4/14/2021
077A,R077AY921KS,R077AY921KS,R077XY021KS,No,4/14/2021
077A,R077AY921KS,R077AY921KS,R077XY021KS,Yes,4/14/2021
077A,R077AY922KS,R077AY922KS,R077XY022KS,No,4/14/2021
077A,R077AY922KS,R077AY922KS,R077XY022KS,Yes,4/14/2021
077A,R077AY923KS,R077AY923KS,R077XY023KS,No,4/14/2021
077A,R077AY923KS,R077AY923KS,R077XY023KS,Yes,4/14/2021
077A,R077AY924KS,R077AY924KS,R077XY024KS,No,4/14/2021
077A,R077AY924KS,R077AY924KS,R077XY024KS,Yes,4/14/2021
077A,R077AY928KS,R077AY928KS,R077XY028KS,No,4/14/2021
077A,R077AY928KS,R077AY928KS,R077XY028KS,Yes,4/14/2021
077A,R077AY940OK,R077AY940OK,R077XY040OK,No,4/14/2021
077A,R077AY940OK,R077AY940OK,R077XY040OK,Yes,4/14/2021
077A,R077AY999OK,R077AY999OK,R077XY099OK,No,4/14/2021
077A,R077AY999OK,R077AY999OK,R077XY099OK,Yes,4/14/2021
077B,R077BB926NM,R077BB926NM,R077XB026NM,No,4/14/2021
077B,R077BB926NM,R077BB926NM,R077XB026NM,Yes,4/14/2021
077B,R077BY927NM,R077BY927NM,R077XB027NM,No,4/14/2021
077B,R077BY927NM,R077BY927NM,R077XB027NM,Yes,4/14/2021
077B,R077BY928NM,R077BY928NM,R077XB028NM,No,4/14/2021
077B,R077BY928NM,R077BY928NM,R077XB028NM,Yes,4/14/2021
077B,R077BY929NM,R077BY929NM,R077XB029NM,No,4/14/2021
077B,R077BY929NM,R077BY929NM,R077XB029NM,Yes,4/14/2021
077B,R077BY930NM,R077BY930NM,R077XB030NM,No,4/14/2021
077B,R077BY930NM,R077BY930NM,R077XB030NM,Yes,4/14/2021
077B,R077BY931NM,R077BY931NM,R077XB031NM,No,4/14/2021
077B,R077BY931NM,R077BY931NM,R077XB031NM,Yes,4/14/2021
077C,R077CY953NM,R077CY953NM,R077XC053NM,No,4/14/2021
077C,R077CY953NM,R077CY953NM,R077XC053NM,Yes,4/14/2021
077C,R077CY954NM,R077CY954NM,R077XC054NM,No,4/14/2021
077C,R077CY954NM,R077CY954NM,R077XC054NM,Yes,4/14/2021
077C,R077CY955NM,R077CY955NM,R077XC055NM,No,4/14/2021
077C,R077CY955NM,R077CY955NM,R077XC055NM,Yes,4/14/2021
077C,R077CY956NM,R077CY956NM,R077XC056NM,No,4/14/2021
077C,R077CY956NM,R077CY956NM,R077XC056NM,Yes,4/14/2021
077C,R077CY957NM,R077CY957NM,R077XC057NM,No,4/14/2021
077C,R077CY957NM,R077CY957NM,R077XC057NM,Yes,4/14/2021
077C,R077CY958NM,R077CY958NM,R077XC058NM,No,4/14/2021
077C,R077CY958NM,R077CY958NM,R077XC058NM,Yes,4/14/2021
077C,R077CY960NM,R077CY960NM,R077XC060NM,No,4/14/2021
077C,R077CY960NM,R077CY960NM,R077XC060NM,Yes,4/14/2021
077C,R077CY962NM,R077CY962NM,R077XC062NM,No,4/14/2021
077C,R077CY962NM,R077CY962NM,R077XC062NM,Yes,4/14/2021
077D,R077DY973NM,R077DY973NM,R077XD073NM,No,4/14/2021
077D,R077DY973NM,R077DY973NM,R077XD073NM,Yes,4/14/2021
077D,R077DY980NM,R077DY980NM,R077XD080NM,No,4/14/2021
077D,R077DY980NM,R077DY980NM,R077XD080NM,Yes,4/14/2021
077E,R077EY914OK,R077EY914OK,R077XY014OK,No,4/14/2021
077E,R077EY914OK,R077EY914OK,R077XY014OK,Yes,4/14/2021
077E,R077EY982OK,R077EY982OK,R077XY082OK,No,4/14/2021
077E,R077EY982OK,R077EY982OK,R077XY082OK,Yes,4/14/2021
078C,R078CY756OK,R078CY756OK,R078XY856OK,No,4/19/2021
078C,R078CY756OK,R078CY756OK,R078XY856OK,Yes,4/19/2021
078C,R078CY783OK,R078CY783OK,R078XY883OK,No,4/19/2021
078C,R078CY783OK,R078CY783OK,R078XY883OK,Yes,4/19/2021
078C,R078CY901KS,R078CY901KS,R078XY001KS,No,4/14/2021
078C,R078CY901KS,R078CY901KS,R078XY001KS,Yes,4/14/2021
078C,R078CY905OK,R078CY905OK,R078XY005OK,No,4/14/2021
078C,R078CY905OK,R078CY905OK,R078XY005OK,Yes,4/14/2021
078C,R078CY912KS,R078CY912KS,R078XY012KS,No,4/14/2021
078C,R078CY912KS,R078CY912KS,R078XY012KS,Yes,4/14/2021
078C,R078CY913KS,R078CY913KS,R078XY013KS,No,4/14/2021
078C,R078CY913KS,R078CY913KS,R078XY013KS,Yes,4/14/2021
078C,R078CY914OK,R078CY914OK,R078XY014OK,No,4/14/2021
078C,R078CY914OK,R078CY914OK,R078XY014OK,Yes,4/14/2021
078C,R078CY915KS,R078CY915KS,R078XY015KS,No,4/14/2021
078C,R078CY915KS,R078CY915KS,R078XY015KS,Yes,4/14/2021
078C,R078CY917KS,R078CY917KS,R078XY017KS,No,4/14/2021
078C,R078CY917KS,R078CY917KS,R078XY017KS,Yes,4/14/2021
078C,R078CY919KS,R078CY919KS,R078XY019KS,No,4/14/2021
078C,R078CY919KS,R078CY919KS,R078XY019KS,Yes,4/14/2021
078C,R078CY921KS,R078CY921KS,R078XY021KS,No,4/14/2021
078C,R078CY921KS,R078CY921KS,R078XY021KS,Yes,4/14/2021
078C,R078CY922KS,R078CY922KS,R078XY022KS,No,4/15/2021
078C,R078CY922KS,R078CY922KS,R078XY022KS,Yes,4/15/2021
078C,R078CY922OK,R078CY922OK,R078XY022OK,No,4/15/2021
078C,R078CY922OK,R078CY922OK,R078XY022OK,Yes,4/15/2021
078C,R078CY928KS,R078CY928KS,R078XY028KS,No,4/15/2021
078C,R078CY928KS,R078CY928KS,R078XY028KS,Yes,4/15/2021
078C,R078CY929KS,R078CY929KS,R078XY029KS,No,4/15/2021
078C,R078CY929KS,R078CY929KS,R078XY029KS,Yes,4/15/2021
078C,R078CY931OK,R078CY931OK,R078XY031OK,No,4/15/2021
078C,R078CY931OK,R078CY931OK,R078XY031OK,Yes,4/15/2021
078C,R078CY932KS,R078CY932KS,R078XY032KS,No,4/15/2021
078C,R078CY932KS,R078CY932KS,R078XY032KS,Yes,4/15/2021
078C,R078CY938OK,R078CY938OK,R078XY038OK,No,4/15/2021
078C,R078CY938OK,R078CY938OK,R078XY038OK,Yes,4/15/2021
078C,R078CY941OK,R078CY941OK,R078XY041OK,No,4/15/2021
078C,R078CY941OK,R078CY941OK,R078XY041OK,Yes,4/15/2021
078C,R078CY942OK,R078CY942OK,R078XY042OK,No,4/15/2021
078C,R078CY942OK,R078CY942OK,R078XY042OK,Yes,4/15/2021
078C,R078CY945OK,R078CY945OK,R078XY045OK,No,4/19/2021
078C,R078CY945OK,R078CY945OK,R078XY045OK,Yes,4/19/2021
078C,R078CY950OK,R078CY950OK,R078XY050OK,No,4/19/2021
078C,R078CY950OK,R078CY950OK,R078XY050OK,Yes,4/19/2021
078C,R078CY956OK,R078CY956OK,R078XY056OK,No,4/19/2021
078C,R078CY956OK,R078CY956OK,R078XY056OK,Yes,4/19/2021
078C,R078CY957OK,R078CY957OK,R078XY057OK,No,4/19/2021
078C,R078CY957OK,R078CY957OK,R078XY057OK,Yes,4/19/2021
078C,R078CY966OK,R078CY966OK,R078XY066OK,No,4/19/2021
078C,R078CY966OK,R078CY966OK,R078XY066OK,Yes,4/19/2021
078C,R078CY968OK,R078CY968OK,R078XY068OK,No,4/19/2021
078C,R078CY968OK,R078CY968OK,R078XY068OK,Yes,4/19/2021
078C,R078CY973OK,R078CY973OK,R078XY073OK,No,4/19/2021
078C,R078CY973OK,R078CY973OK,R078XY073OK,Yes,4/19/2021
078C,R078CY983OK,R078CY983OK,R078XY083OK,No,4/19/2021
078C,R078CY983OK,R078CY983OK,R078XY083OK,Yes,4/19/2021
078C,R078CY995OK,R078CY995OK,R078XY095OK,No,4/19/2021
078C,R078CY995OK,R078CY995OK,R078XY095OK,Yes,4/19/2021
082A,R082AY374TX,R082AY374TX,R082XY373TX,No,4/6/2021
082A,R082AY374TX,R082AY374TX,R082XY373TX,Yes,4/6/2021
082A,R082AY379TX,R082AY379TX,R082XY378TX,No,4/6/2021
082A,R082AY379TX,R082AY379TX,R082XY378TX,Yes,4/6/2021
085A,R085AY001OK,R085AY001OK,R085XY001OK,No,5/24/2022
085A,R085AY001OK,R085AY001OK,R085XY001OK,Yes,5/24/2022
085A,R085AY003TX,R085AY003TX,R085XY003TX,No,5/24/2022
085A,R085AY003TX,R085AY003TX,R085XY003TX,Yes,5/24/2022
085A,R085AY005OK,R085AY005OK,R085XY005OK,No,5/24/2022
085A,R085AY005OK,R085AY005OK,R085XY005OK,Yes,5/24/2022
085A,R085AY045OK,R085AY045OK,R085XY045OK,No,5/24/2022
085A,R085AY045OK,R085AY045OK,R085XY045OK,Yes,5/24/2022
085A,R085AY176TX,R085AY176TX,R085XY176TX,No,5/24/2022
085A,R085AY176TX,R085AY176TX,R085XY176TX,Yes,5/24/2022
085A,R085AY177TX,R085AY177TX,R085XY177TX,No,5/24/2022
085A,R085AY177TX,R085AY177TX,R085XY177TX,Yes,5/24/2022
085A,R085AY178TX,R085AY178TX,R085XY178TX,No,5/24/2022
085A,R085AY178TX,R085AY178TX,R085XY178TX,Yes,5/24/2022
085A,R085AY179TX,R085AY179TX,R085XY179TX,No,5/24/2022
085A,R085AY179TX,R085AY179TX,R085XY179TX,Yes,5/24/2022
085A,R085AY180TX,R085AY180TX,R085XY180TX,No,5/24/2022
085A,R085AY180TX,R085AY180TX,R085XY180TX,Yes,5/24/2022
085A,R085AY181TX,R085AY181TX,R085XY181TX,No,5/24/2022
085A,R085AY181TX,R085AY181TX,R085XY181TX,Yes,5/24/2022
085A,R085AY182TX,R085AY182TX,R085XY182TX,No,5/24/2022
085A,R085AY182TX,R085AY182TX,R085XY182TX,Yes,5/24/2022
085A,R085AY183TX,R085AY183TX,R085XY183TX,No,5/24/2022
085A,R085AY183TX,R085AY183TX,R085XY183TX,Yes,5/24/2022
085A,R085AY185TX,R085AY185TX,R085XY185TX,No,5/24/2022
085A,R085AY185TX,R085AY185TX,R085XY185TX,Yes,5/24/2022
085A,R085AY186TX,R085AY186TX,R085XY186TX,No,5/24/2022
085A,R085AY186TX,R085AY186TX,R085XY186TX,Yes,5/24/2022
085A,R085AY187TX,R085AY187TX,R085XY187TX,No,5/24/2022
085A,R085AY187TX,R085AY187TX,R085XY187TX,Yes,5/24/2022
085A,R085AY188TX,R085AY188TX,R085XY188TX,No,5/24/2022
085A,R085AY188TX,R085AY188TX,R085XY188TX,Yes,5/24/2022
085A,R085AY189TX,R085AY189TX,R085XY189TX,No,5/24/2022
085A,R085AY189TX,R085AY189TX,R085XY189TX,Yes,5/24/2022
085A,R085AY276TX,R085AY276TX,R085XY276TX,No,5/24/2022
085A,R085AY276TX,R085AY276TX,R085XY276TX,Yes,5/24/2022
085A,R085AY279TX,R085AY279TX,R085XY279TX,No,5/24/2022
085A,R085AY279TX,R085AY279TX,R085XY279TX,Yes,5/24/2022
085A,R085AY379TX,R085AY379TX,R085XY379TX,No,5/24/2022
085A,R085AY379TX,R085AY379TX,R085XY379TX,Yes,5/24/2022
085A,R085AY479TX,R085AY479TX,R085XY479TX,No,5/24/2022
085A,R085AY479TX,R085AY479TX,R085XY479TX,Yes,5/24/2022
085A,R085AY562TX,R085AY562TX,R085XY562TX,No,5/24/2022
085A,R085AY562TX,R085AY562TX,R085XY562TX,Yes,5/24/2022
085A,R085AY563TX,R085AY563TX,R085XY563TX,No,5/24/2022
085A,R085AY563TX,R085AY563TX,R085XY563TX,Yes,5/24/2022
085A,R085AY565TX,R085AY565TX,R085XY565TX,No,5/24/2022
085A,R085AY565TX,R085AY565TX,R085XY565TX,Yes,5/24/2022
085B,R085BY002OK,R085BY002OK,R085XY002OK,No,5/24/2022
085B,R085BY002OK,R085BY002OK,R085XY002OK,Yes,5/24/2022
085B,R085BY002OK,R085BY002OK,R085AY002OK,No,7/15/2022
085B,R085BY002OK,R085BY002OK,R085AY002OK,Yes,7/15/2022
085B,R085BY010OK,R085BY010OK,R085XY010OK,No,5/24/2022
085B,R085BY010OK,R085BY010OK,R085XY010OK,Yes,5/24/2022
085B,R085BY010OK,R085BY010OK,R085AY010OK,No,7/18/2022
085B,R085BY010OK,R085BY010OK,R085AY010OK,Yes,7/18/2022
085B,R085BY026OK,R085BY026OK,R085XY026OK,No,5/24/2022
085B,R085BY026OK,R085BY026OK,R085XY026OK,Yes,5/24/2022
085B,R085BY026OK,R085BY026OK,R085AY026OK,No,7/18/2022
085B,R085BY026OK,R085BY026OK,R085AY026OK,Yes,7/18/2022
085B,R085BY028OK,R085BY028OK,R085XY028OK,No,5/24/2022
085B,R085BY028OK,R085BY028OK,R085XY028OK,Yes,5/24/2022
085B,R085BY028OK,R085BY028OK,R085AY028OK,No,7/18/2022
085B,R085BY028OK,R085BY028OK,R085AY028OK,Yes,7/18/2022
085B,R085BY050OK,R085BY050OK,R085XY050OK,No,5/24/2022
085B,R085BY050OK,R085BY050OK,R085XY050OK,Yes,5/24/2022
085B,R085BY050OK,R085BY050OK,R085AY050OK,No,7/18/2022
085B,R085BY050OK,R085BY050OK,R085AY050OK,Yes,7/18/2022
085B,R085BY056OK,R085BY056OK,R085XY056OK,No,5/24/2022
085B,R085BY056OK,R085BY056OK,R085XY056OK,Yes,5/24/2022
085B,R085BY056OK,R085BY056OK,R085AY056OK,No,7/18/2022
085B,R085BY056OK,R085BY056OK,R085AY056OK,Yes,7/18/2022
085B,R085BY076OK,R085BY076OK,R085XY076OK,No,5/24/2022
085B,R085BY076OK,R085BY076OK,R085XY076OK,Yes,5/24/2022
085B,R085BY076OK,R085BY076OK,R085AY076OK,No,7/18/2022
085B,R085BY076OK,R085BY076OK,R085AY076OK,Yes,7/18/2022
085B,R085BY083OK,R085BY083OK,R085XY083OK,No,5/24/2022
085B,R085BY083OK,R085BY083OK,R085XY083OK,Yes,5/24/2022
085B,R085BY083OK,R085BY083OK,R085AY083OK,No,7/18/2022
085B,R085BY083OK,R085BY083OK,R085AY083OK,Yes,7/18/2022
085B,R085BY088OK,R085BY088OK,R085XY088OK,No,5/24/2022
085B,R085BY088OK,R085BY088OK,R085XY088OK,Yes,5/24/2022
085B,R085BY088OK,R085BY088OK,R085AY088OK,No,7/18/2022
085B,R085BY088OK,R085BY088OK,R085AY088OK,Yes,7/18/2022
085B,R085BY098OK,R085BY098OK,R085XY098OK,No,5/24/2022
085B,R085BY098OK,R085BY098OK,R085XY098OK,Yes,5/24/2022
085B,R085BY098OK,R085BY098OK,R085AY098OK,No,7/18/2022
085B,R085BY098OK,R085BY098OK,R085AY098OK,Yes,7/18/2022
091X,F091XY001WI,F091XY001WI,F091AY001WI,No,5/24/2022
091X,F091XY001WI,F091XY001WI,F091AY001WI,Yes,5/24/2022
091X,F091XY001WI,F091XY001WI,F091XY001WI,No,5/24/2022
091X,F091XY001WI,F091XY001WI,F091XY001WI,Yes,5/24/2022
091X,F091XY002WI,F091XY002WI,F091XY002WI,No,5/24/2022
091X,F091XY002WI,F091XY002WI,F091XY002WI,Yes,5/24/2022
091X,F091XY002WI,F091XY002WI,F091AY002WI,No,5/24/2022
091X,F091XY002WI,F091XY002WI,F091AY002WI,Yes,5/24/2022
093A,F093AY006MN,F093AY006MN,F093AY003MN,No,12/2/2021
093A,F093AY006MN,F093AY006MN,F093AY003MN,Yes,12/2/2021
093A,F093AY009MN,F093AY009MN,F093AY002MN,No,12/2/2021
093A,F093AY009MN,F093AY009MN,F093AY002MN,Yes,12/2/2021
093A,F093AY013MN,F093AY013MN,F093AY001MN,No,12/2/2021
093A,F093AY013MN,F093AY013MN,F093AY001MN,Yes,12/2/2021
095X,F095XA001WI,F095XA001WI,F095AY001WI,No,5/24/2022
095X,F095XA001WI,F095XA001WI,F095AY001WI,Yes,5/24/2022
095X,F095XA002WI,F095XA002WI,F095AY002WI,No,5/24/2022
095X,F095XA002WI,F095XA002WI,F095AY002WI,Yes,5/24/2022
095X,F095XA003WI,F095XA003WI,F095AY003WI,No,5/24/2022
095X,F095XA003WI,F095XA003WI,F095AY003WI,Yes,5/24/2022
095X,F095XA004WI,F095XA004WI,F095AY004WI,No,5/24/2022
095X,F095XA004WI,F095XA004WI,F095AY004WI,Yes,5/24/2022
095X,F095XA005WI,F095XA005WI,F095AY005WI,No,5/24/2022
095X,F095XA005WI,F095XA005WI,F095AY005WI,Yes,5/24/2022
095X,F095XA006WI,F095XA006WI,F095AY006WI,No,5/24/2022
095X,F095XA006WI,F095XA006WI,F095AY006WI,Yes,5/24/2022
095X,F095XA007WI,F095XA007WI,F095AY007WI,No,5/24/2022
095X,F095XA007WI,F095XA007WI,F095AY007WI,Yes,5/24/2022
095X,F095XA008WI,F095XA008WI,F095AY008WI,No,5/24/2022
095X,F095XA008WI,F095XA008WI,F095AY008WI,Yes,5/24/2022
095X,F095XA009WI,F095XA009WI,F095AY009WI,No,5/24/2022
095X,F095XA009WI,F095XA009WI,F095AY009WI,Yes,5/24/2022
095X,F095XA010WI,F095XA010WI,F095AY010WI,No,5/24/2022
095X,F095XA010WI,F095XA010WI,F095AY010WI,Yes,5/24/2022
095X,F095XA011WI,F095XA011WI,F095AY011WI,No,5/24/2022
095X,F095XA011WI,F095XA011WI,F095AY011WI,Yes,5/24/2022
095X,F095XB001WI,F095XB001WI,F095BY001WI,No,5/24/2022
095X,F095XB001WI,F095XB001WI,F095BY001WI,Yes,5/24/2022
095X,F095XB002WI,F095XB002WI,F095BY002WI,No,5/24/2022
095X,F095XB002WI,F095XB002WI,F095BY002WI,Yes,5/24/2022
095X,F095XB003WI,F095XB003WI,F095BY003WI,No,5/24/2022
095X,F095XB003WI,F095XB003WI,F095BY003WI,Yes,5/24/2022
095X,F095XB004WI,F095XB004WI,F095BY004WI,No,5/24/2022
095X,F095XB004WI,F095XB004WI,F095BY004WI,Yes,5/24/2022
095X,F095XB005WI,F095XB005WI,F095BY005WI,No,5/24/2022
095X,F095XB005WI,F095XB005WI,F095BY005WI,Yes,5/24/2022
095X,F095XB006WI,F095XB006WI,F095BY006WI,No,5/24/2022
095X,F095XB006WI,F095XB006WI,F095BY006WI,Yes,5/24/2022
095X,F095XB007WI,F095XB007WI,F095BY007WI,No,5/24/2022
095X,F095XB007WI,F095XB007WI,F095BY007WI,Yes,5/24/2022
095X,F095XB008WI,F095XB008WI,F095BY008WI,No,5/24/2022
095X,F095XB008WI,F095XB008WI,F095BY008WI,Yes,5/24/2022
095X,F095XB009WI,F095XB009WI,F095BY009WI,No,5/24/2022
095X,F095XB009WI,F095XB009WI,F095BY009WI,Yes,5/24/2022
095X,F095XB010WI,F095XB010WI,F095BY010WI,No,5/24/2022
095X,F095XB010WI,F095XB010WI,F095BY010WI,Yes,5/24/2022
095X,F095XB011WI,F095XB011WI,F095BY011WI,No,5/24/2022
095X,F095XB011WI,F095XB011WI,F095BY011WI,Yes,5/24/2022
105X,R105XY020WI,R105XY020WI,R105XY002WI,No,11/12/2021
105X,R105XY020WI,R105XY020WI,R105XY002WI,Yes,11/12/2021
105X,R105XY021WI,R105XY021WI,R105XY001WI,No,11/12/2021
105X,R105XY021WI,R105XY021WI,R105XY001WI,Yes,11/12/2021
107X,F107XA213IA,F107XA213IA,F107AY213IA,No,5/24/2022
107X,F107XA213IA,F107XA213IA,F107AY213IA,Yes,5/24/2022
107X,F107XB004MO,F107XB004MO,F107BY004MO,No,5/24/2022
107X,F107XB004MO,F107XB004MO,F107BY004MO,Yes,5/24/2022
107X,F107XB005MO,F107XB005MO,F107BY005MO,No,5/24/2022
107X,F107XB005MO,F107XB005MO,F107BY005MO,Yes,5/24/2022
107X,F107XB009MO,F107XB009MO,F107BY009MO,No,5/24/2022
107X,F107XB009MO,F107XB009MO,F107BY009MO,Yes,5/24/2022
107X,F107XB010MO,F107XB010MO,F107BY010MO,No,5/24/2022
107X,F107XB010MO,F107XB010MO,F107BY010MO,Yes,5/24/2022
107X,F107XB011MO,F107XB011MO,F107BY011MO,No,5/24/2022
107X,F107XB011MO,F107XB011MO,F107BY011MO,Yes,5/24/2022
107X,F107XB015MO,F107XB015MO,F107BY015MO,No,5/24/2022
107X,F107XB015MO,F107XB015MO,F107BY015MO,Yes,5/24/2022
107X,F107XB016MO,F107XB016MO,F107BY016MO,No,5/24/2022
107X,F107XB016MO,F107XB016MO,F107BY016MO,Yes,5/24/2022
107X,F107XB017MO,F107XB017MO,F107BY017MO,No,5/24/2022
107X,F107XB017MO,F107XB017MO,F107BY017MO,Yes,5/24/2022
107X,F107XB026MO,F107XB026MO,F107BY026MO,No,5/24/2022
107X,F107XB026MO,F107XB026MO,F107BY026MO,Yes,5/24/2022
107X,R107XA201IA,R107XA201IA,R107AY201IA,No,5/24/2022
107X,R107XA201IA,R107XA201IA,R107AY201IA,Yes,5/24/2022
