"","PrimaryKey","horizontal_flux_total_LPI","horizontal_flux_total_UPI","horizontal_flux_total_MD","horizontal_flux_total_MN","horizontal_flux_total_STD","vertical_flux_LPI","vertical_flux_UPI","vertical_flux_MD","vertical_flux_MN","vertical_flux_STD","PM1_LPI","PM1_UPI","PM1_MD","PM1_MN","PM1_STD","PM2_5_LPI","PM2_5_UPI","PM2_5_MD","PM2_5_MN","PM2_5_STD","PM10_LPI","PM10_UPI","PM10_MD","PM10_MN","PM10_STD"
"23174","17120714123799902017-09-01",0.163670517,1.18976399,0.425194614,0.498775364,0.301253625,1.06e-07,4.8e-05,1.74e-06,7.57e-06,1.5e-05,1.63e-08,7.4e-06,2.68e-07,1.17e-06,2.31e-06,3.17e-08,1.43e-05,5.21e-07,2.26e-06,4.49e-06,7.42e-08,3.36e-05,1.22e-06,5.3e-06,1.05e-05
"23175","17121909052419942017-09-01",0.000816704,0.110364204,0.014145585,0.030691565,0.043916439,1.52e-11,1.48e-06,8.64e-09,3.41e-07,1.37e-06,2.7e-12,2.62e-07,1.54e-09,6.05e-08,2.44e-07,4.71e-12,4.57e-07,2.68e-09,1.06e-07,4.26e-07,1.07e-11,1.04e-06,6.08e-09,2.39e-07,9.67e-07
"23176","17121912332668922017-09-01",4.445715761,17.20464578,8.962604843,9.587747183,4.011972321,2.05e-05,0.00182975,0.000181494,0.000420725,0.000656776,3.65e-06,0.000325264,3.23e-05,7.48e-05,0.000116743,6.36e-06,0.000567409,5.62e-05,0.000130416,0.000203623,1.44e-05,0.001287119,0.000127638,0.000295905,0.000461958
"23177","17121913294110702017-09-01",1.05e-08,0.008112392,0.000139496,0.001729363,0.00410953,4.88e-20,6.1e-08,1.08e-11,2.37e-08,1.31e-07,8.67e-21,1.08e-08,1.93e-12,4.2e-09,2.32e-08,1.51e-20,1.89e-08,3.36e-12,7.33e-09,4.05e-08,3.43e-20,4.29e-08,7.63e-12,1.66e-08,9.19e-08
"23178","17121914180733002017-09-01",0.108614917,0.647565477,0.252177881,0.292283317,0.164121767,2.38e-08,9.18e-06,3.68e-07,1.73e-06,3.52e-06,5.57e-11,2.26e-08,8.58e-10,4.1e-09,8.38e-09,8.25e-10,3.19e-07,1.27e-08,5.96e-08,1.21e-07,1.04e-08,4.01e-06,1.6e-07,7.53e-07,1.53e-06
"23179","17121914572277772017-09-01",0.000265766,0.04900005,0.0060877,0.01311888,0.01874061,6.21e-12,1.1e-06,5.86e-09,2.12e-07,7.48e-07,1.1e-12,1.95e-07,1.04e-09,3.77e-08,1.33e-07,1.92e-12,3.4e-07,1.82e-09,6.57e-08,2.32e-07,4.37e-12,7.72e-07,4.12e-09,1.49e-07,5.26e-07
"23180","18010208375744432017-09-01",0.001176062,0.081816798,0.011022211,0.022845847,0.029864609,2.14e-11,7.43e-07,3.55e-09,1.31e-07,4.78e-07,3.3e-12,1.15e-07,5.48e-10,2.02e-08,7.36e-08,6.4e-12,2.22e-07,1.06e-09,3.92e-08,1.43e-07,1.5e-11,5.21e-07,2.49e-09,9.18e-08,3.35e-07
"23181","18010308093494312017-09-01",0.000141813,0.010742425,0.00187784,0.003328777,0.003912065,6.56e-12,1.66e-07,1.81e-09,3.77e-08,1.33e-07,1.17e-12,2.95e-08,3.21e-10,6.7e-09,2.37e-08,2.03e-12,5.14e-08,5.6e-10,1.17e-08,4.13e-08,4.61e-12,1.17e-07,1.27e-09,2.65e-08,9.38e-08
"23182","18010407164069142017-09-01",1.463874203,9.27280359,3.864177716,4.363226046,2.403029153,8.77e-07,0.000242421,1.25e-05,4.18e-05,7.55e-05,4.92e-10,1.4e-07,7.09e-09,2.45e-08,4.51e-08,1.13e-08,3.13e-06,1.61e-07,5.4e-07,9.77e-07,2.96e-07,8.2e-05,4.22e-06,1.41e-05,2.55e-05
"23183","18010416171778082017-09-01",2.78e-06,0.02961153,0.001249259,0.006875686,0.014459699,6.01e-16,1.18e-07,1.43e-10,5.19e-08,3e-07,1.07e-16,2.1e-08,2.54e-11,9.22e-09,5.33e-08,1.86e-16,3.67e-08,4.42e-11,1.61e-08,9.3e-08,4.23e-16,8.32e-08,1e-10,3.65e-08,2.11e-07
"23184","18010507422233302017-09-01",2.43e-06,0.00746461,0.000438948,0.001752684,0.003194173,3.44e-15,9.85e-08,1.95e-10,2.6e-08,1.16e-07,6.12e-16,1.75e-08,3.47e-11,4.63e-09,2.07e-08,1.07e-15,3.05e-08,6.05e-11,8.07e-09,3.61e-08,2.42e-15,6.93e-08,1.37e-10,1.83e-08,8.19e-08
"23185","18010508303074152017-09-01",0.185053301,3.329410671,0.825502695,1.137012944,0.941990989,8.86e-08,0.000137588,3.58e-06,2.64e-05,5.91e-05,1.57e-08,2.45e-05,6.35e-07,4.69e-06,1.05e-05,2.75e-08,4.26e-05,1.11e-06,8.18e-06,1.83e-05,6.23e-08,9.68e-05,2.51e-06,1.86e-05,4.16e-05
"23186","18010509144649772017-09-01",0.226385495,2.207760937,0.704731086,0.871029689,0.60097868,8.34e-08,5.62e-05,1.68e-06,1.07e-05,2.5e-05,1.48e-08,9.99e-06,2.99e-07,1.9e-06,4.45e-06,2.59e-08,1.74e-05,5.21e-07,3.31e-06,7.76e-06,5.87e-08,3.95e-05,1.18e-06,7.52e-06,1.76e-05
"23187","18010509452916612017-09-01",2.483888006,9.675685638,4.732073243,5.190024476,2.249041886,2.91e-06,0.000507045,3.16e-05,9.23e-05,0.000160672,5.18e-07,9.01e-05,5.61e-06,1.64e-05,2.86e-05,9.03e-07,0.000157153,9.78e-06,2.86e-05,4.98e-05,2.05e-06,0.000356597,2.22e-05,6.49e-05,0.000113006
"23188","18010510564676862017-09-01",0.111479133,0.502995992,0.210891049,0.249171,0.148779911,1.99e-08,7.3e-06,1.69e-07,1.66e-06,5.77e-06,3.55e-09,1.3e-06,3e-08,2.94e-07,1.02e-06,6.18e-09,2.26e-06,5.23e-08,5.13e-07,1.79e-06,1.4e-08,5.14e-06,1.19e-07,1.16e-06,4.05e-06
"23189","18010511345121322017-09-01",0.339868629,3.109945472,0.976802743,1.231082137,0.879372071,3.99e-08,3.16e-05,7.65e-07,6.02e-06,1.53e-05,5.98e-09,4.73e-06,1.15e-07,9.02e-07,2.29e-06,1.16e-08,9.14e-06,2.22e-07,1.74e-06,4.43e-06,2.8e-08,2.21e-05,5.36e-07,4.22e-06,1.07e-05
"23190","18010514045283942017-09-01",0.131453778,0.665439497,0.265069226,0.306645674,0.166766012,4.19e-08,1.55e-05,5.35e-07,3.07e-06,7.51e-06,7.45e-09,2.75e-06,9.52e-08,5.45e-07,1.33e-06,1.3e-08,4.8e-06,1.66e-07,9.51e-07,2.33e-06,2.95e-08,1.09e-05,3.77e-07,2.16e-06,5.28e-06
"23191","18010514141989402017-09-01",79.43121826,277.0526221,152.2237304,163.1297001,64.14160927,0.003284584,0.066215753,0.015067739,0.023764031,0.025795153,0.000583791,0.01176952,0.002678176,0.004224157,0.004586168,0.001018013,0.020526049,0.004670579,0.007367878,0.008003495,0.00230999,0.046571567,0.010597383,0.016715234,0.018149491
"23192","18010514592237542017-09-01",3.14240156,15.41615058,7.299434178,7.817550069,3.61097752,1.08e-05,0.001253775,0.000117745,0.000291467,0.000465033,1.92e-06,0.000222869,2.09e-05,5.18e-05,8.27e-05,3.35e-06,0.000388754,3.65e-05,9.03e-05,0.00014417,7.59e-06,0.000881913,8.28e-05,0.000204993,0.000327087
"24870","18080313544580762018-09-01",0.485148454,3.552423523,1.187172059,1.449311635,0.925283506,2.09e-07,0.000115338,3.9e-06,2.18e-05,4.64e-05,3.22e-08,1.78e-05,6.01e-07,3.36e-06,7.15e-06,6.25e-08,3.45e-05,1.17e-06,6.51e-06,1.39e-05,1.46e-07,8.08e-05,2.73e-06,1.53e-05,3.25e-05
"25381","18090608573441562018-09-01",1.259277804,7.473224452,3.125317087,3.50648462,1.848484064,5.8e-07,0.000152164,7.61e-06,2.74e-05,5.41e-05,3.27e-10,9.29e-08,4.37e-09,1.6e-08,3.17e-08,7.46e-09,1.97e-06,9.8e-08,3.54e-07,6.98e-07,1.96e-07,5.15e-05,2.57e-06,9.27e-06,1.83e-05
"25383","18090610135134672018-09-01",0.042516799,0.381896975,0.10183224,0.142770074,0.11971373,5.34e-09,7.43e-06,9.29e-08,1.34e-06,3.66e-06,3.03e-12,4.2e-09,5.24e-11,7.61e-10,2.08e-09,6.87e-11,9.56e-08,1.19e-09,1.72e-08,4.71e-08,1.81e-09,2.51e-06,3.14e-08,4.53e-07,1.24e-06
"25385","18090610424684712018-09-01",0.187745852,0.853568965,0.39180386,0.432059009,0.203309473,1.35e-07,2.96e-05,1.46e-06,4.89e-06,9.08e-06,7.67e-11,1.75e-08,8.34e-10,2.86e-09,5.38e-09,1.74e-09,3.83e-07,1.88e-08,6.32e-08,1.17e-07,4.58e-08,1e-05,4.93e-07,1.66e-06,3.07e-06
"25468","18091110461549402018-09-01",0.061674343,1.551470337,0.312362164,0.483675035,0.470042284,7.18e-09,2.93e-05,4.07e-07,5.09e-06,1.38e-05,1.28e-09,5.21e-06,7.23e-08,9.04e-07,2.46e-06,2.23e-09,9.09e-06,1.26e-07,1.58e-06,4.29e-06,5.05e-09,2.06e-05,2.86e-07,3.58e-06,9.73e-06
"25473","18091112520330472018-09-01",1.258172339,5.194522822,2.608582347,2.798286773,1.203660644,1.3e-06,0.000202227,1.31e-05,3.76e-05,6.9e-05,2.3e-07,3.59e-05,2.34e-06,6.68e-06,1.23e-05,4.02e-07,6.27e-05,4.07e-06,1.16e-05,2.14e-05,9.12e-07,0.000142252,9.24e-06,2.64e-05,4.85e-05
"25474","18091113130627462018-09-01",1.196468107,7.298988005,3.078115355,3.459496348,1.906476803,1.64e-06,0.000463164,2.25e-05,7.86e-05,0.000148788,2.92e-07,8.23e-05,3.99e-06,1.4e-05,2.64e-05,5.1e-07,0.000143549,6.96e-06,2.44e-05,4.61e-05,1.16e-06,0.000325733,1.58e-05,5.53e-05,0.000104645
"25475","18091113302082122018-09-01",0.946101118,6.502434972,2.327787231,2.73268147,1.617542073,4.81e-07,0.000207806,7.49e-06,3.25e-05,6.45e-05,7.42e-08,3.2e-05,1.16e-06,5.01e-06,9.95e-06,1.44e-07,6.21e-05,2.24e-06,9.72e-06,1.93e-05,3.37e-07,0.000145587,5.25e-06,2.28e-05,4.52e-05
"25478","18091113542463092018-09-01",1.473354903,10.84102005,3.862468144,4.592143027,2.810890724,6.96e-07,0.000282626,1.03e-05,5.44e-05,0.000115957,3.93e-10,1.66e-07,5.83e-09,3.14e-08,6.7e-08,8.94e-09,3.65e-06,1.32e-07,7.02e-07,1.49e-06,2.35e-07,9.56e-05,3.47e-06,1.84e-05,3.92e-05
"25481","18091114495445962018-09-01",1.89e-06,0.043063313,0.001057574,0.009363437,0.023140543,9.51e-17,1.28e-07,4.35e-11,5.64e-08,3.41e-07,1.47e-17,1.97e-08,6.71e-12,8.7e-09,5.26e-08,2.84e-17,3.83e-08,1.3e-11,1.69e-08,1.02e-07,6.66e-17,8.96e-08,3.05e-11,3.95e-08,2.39e-07
"25514","18091708593442232018-09-01",21.46581155,76.17760374,41.88153288,44.17753273,17.17761685,0.000105638,0.001848969,0.000447651,0.000684756,0.00071918,1.63e-05,0.000285049,6.9e-05,0.000105564,0.000110853,3.16e-05,0.000552861,0.000133852,0.00020475,0.00021505,7.4e-05,0.001295416,0.000313626,0.000479764,0.000503927
"25523","18091807190684402018-09-01",86.28361891,301.0080026,168.8034358,178.2072851,69.02113052,0.00091126,0.017895795,0.003898499,0.006405159,0.006876512,0.000136485,0.002680382,0.000583903,0.000959363,0.001030021,0.000264024,0.005185175,0.001129543,0.001855926,0.001992793,0.000638587,0.012541066,0.002731977,0.004488732,0.004819449
"25524","18091807211781862018-09-01",0.820061853,5.781203803,2.148380763,2.510007453,1.46062517,2.23e-07,8.41e-05,3.32e-06,1.37e-05,2.75e-05,1.26e-10,4.9e-08,1.88e-09,7.94e-09,1.61e-08,2.87e-09,1.08e-06,4.28e-08,1.76e-07,3.55e-07,7.56e-08,2.84e-05,1.12e-06,4.62e-06,9.3e-06
"25535","18091909104338872018-09-01",0.016014606,0.757239,0.131912708,0.242971094,0.308989247,1.64e-10,2.47e-06,1.9e-08,6.29e-07,2.65e-06,9.12e-14,1.43e-09,1.06e-11,3.54e-10,1.49e-09,2.11e-12,3.18e-08,2.44e-10,8.08e-09,3.41e-08,5.54e-11,8.34e-07,6.42e-09,2.13e-07,8.97e-07
"25536","18091910180580092018-09-01",0.009859199,0.358687476,0.065611464,0.106891894,0.11095486,8.33e-10,6.06e-06,6.84e-08,1.04e-06,2.95e-06,1.28e-10,9.35e-07,1.05e-08,1.6e-07,4.54e-07,2.49e-10,1.81e-06,2.05e-08,3.1e-07,8.81e-07,5.84e-10,4.25e-06,4.79e-08,7.27e-07,2.06e-06
"25542","18091914171476982018-09-01",28.70353211,90.56051241,50.66459972,54.4989764,19.78154943,0.000152978,0.005293999,0.000919093,0.001662425,0.002203386,3.59e-07,1.3e-05,2.17e-06,4.09e-06,5.82e-06,5.27e-06,0.000183866,3.17e-05,5.77e-05,7.73e-05,6.67e-05,0.002309803,0.000400677,0.000725133,0.000961988
"25546","18091915392251912018-09-01",1.578620378,6.572627343,3.10601883,3.480261609,1.620381614,8.56e-07,0.000137635,8.56e-06,2.72e-05,5.07e-05,1.32e-07,2.12e-05,1.32e-06,4.2e-06,7.81e-06,2.56e-07,4.12e-05,2.56e-06,8.15e-06,1.52e-05,6e-07,9.64e-05,6e-06,1.91e-05,3.55e-05
"25547","18091915395965732018-09-01",2.800750293,10.87658016,5.656143133,6.101086263,2.569414232,1.6e-06,0.000180018,1.45e-05,3.71e-05,6.2e-05,3.73e-09,4.26e-07,3.41e-08,8.93e-08,1.52e-07,5.49e-08,6.21e-06,5e-07,1.28e-06,2.15e-06,6.96e-07,7.85e-05,6.32e-06,1.62e-05,2.7e-05
"25548","18091915404731482018-09-01",1.031552958,4.600668842,2.247052206,2.465427066,1.131200621,9.01e-07,0.000131146,8.83e-06,2.5e-05,4.31e-05,5.07e-10,7.53e-08,5.04e-09,1.48e-08,2.61e-08,1.16e-08,1.69e-06,1.14e-07,3.23e-07,5.59e-07,3.05e-07,4.43e-05,2.99e-06,8.46e-06,1.46e-05
"25549","18091915415965062018-09-01",0.926662614,4.838925068,2.127158821,2.413799535,1.2633603,3.39e-07,6.48e-05,4.08e-06,1.31e-05,2.49e-05,1.92e-10,3.96e-08,2.32e-09,7.7e-09,1.5e-08,4.35e-09,8.37e-07,5.26e-08,1.69e-07,3.23e-07,1.15e-07,2.19e-05,1.38e-06,4.43e-06,8.42e-06
"25559","18092109154111072018-09-01",0.000350342,0.013622981,0.002729289,0.004498219,0.004840364,3.47e-11,3.15e-07,3.34e-09,5.97e-08,1.91e-07,6.16e-12,5.61e-08,5.94e-10,1.06e-08,3.4e-08,1.07e-11,9.78e-08,1.04e-09,1.85e-08,5.93e-08,2.44e-11,2.22e-07,2.35e-09,4.2e-08,1.35e-07
"25560","18092109173336972018-09-01",0.309970149,2.886966489,0.863795881,1.122010336,0.838539198,7.57e-08,5.87e-05,1.36e-06,1.18e-05,2.89e-05,4.25e-11,3.47e-08,7.7e-10,6.73e-09,1.65e-08,9.72e-10,7.56e-07,1.75e-08,1.52e-07,3.72e-07,2.56e-08,1.99e-05,4.59e-07,3.98e-06,9.77e-06
"25576","18092114283211422018-09-01",1.04e-05,0.266821431,0.007423699,0.060995683,0.136642683,5.98e-16,1.14e-06,4.91e-10,4.11e-07,2.09e-06,3.31e-19,6.36e-10,2.72e-13,2.3e-10,1.17e-09,7.68e-18,1.46e-08,6.3e-12,5.28e-09,2.69e-08,2.02e-16,3.85e-07,1.66e-10,1.39e-07,7.07e-07
"25580","18092215330068792018-09-01",2.477852029,13.92891742,6.413316179,6.883925341,3.482661857,4.28e-06,0.000695809,5.17e-05,0.000144171,0.000245679,6.6e-07,0.000107275,7.97e-06,2.22e-05,3.79e-05,1.28e-06,0.000208052,1.55e-05,4.31e-05,7.35e-05,3e-06,0.00048748,3.62e-05,0.000101007,0.000172126
"25581","18092309100174692018-09-01",12.21758819,47.55371657,24.25691374,26.03806049,10.84602068,2.74e-05,0.002167471,0.000243844,0.000519129,0.000791478,1.55e-08,1.27e-06,1.38e-07,3.1e-07,4.99e-07,3.53e-07,2.8e-05,3.13e-06,6.72e-06,1.03e-05,9.27e-06,0.000733039,8.24e-05,0.000175568,0.00026773
"25582","18092314034534682018-09-01",3.402787662,17.32312155,7.967671684,8.658730152,4.076990297,2.88e-06,0.000609565,3.42e-05,0.00010486,0.000183897,4.31e-07,9.13e-05,5.12e-06,1.57e-05,2.75e-05,8.34e-07,0.000176618,9.9e-06,3.04e-05,5.33e-05,2.02e-06,0.000427175,2.39e-05,7.35e-05,0.000128872
"25608","18100108162338252018-09-01",0.168434988,1.098300078,0.434434257,0.501189055,0.284872885,8.91e-08,3.2e-05,1.28e-06,4.99e-06,9.82e-06,5.01e-11,1.84e-08,7.27e-10,2.91e-09,5.79e-09,1.15e-09,4.13e-07,1.65e-08,6.44e-08,1.27e-07,3.01e-08,1.08e-05,4.34e-07,1.69e-06,3.32e-06
"25611","18100110220287802018-09-01",1.150752924,7.587274934,3.164635191,3.602930417,2.012790016,6.09e-07,0.000170391,8.92e-06,2.95e-05,5.53e-05,3.41e-10,9.78e-08,5.06e-09,1.73e-08,3.3e-08,7.82e-09,2.19e-06,1.15e-07,3.81e-07,7.15e-07,2.06e-07,5.76e-05,3.01e-06,9.99e-06,1.87e-05
"25613","18100111120091762018-09-01",0.506180651,3.531604462,1.425025905,1.623716524,0.926113487,6.03e-07,0.000184512,9.52e-06,3.37e-05,6.12e-05,3.4e-10,1.07e-07,5.39e-09,1.97e-08,3.64e-08,7.75e-09,2.38e-06,1.22e-07,4.36e-07,7.91e-07,2.04e-07,6.24e-05,3.22e-06,1.14e-05,2.07e-05
"25614","18100112131521012018-09-01",0.378428099,2.342581159,0.838952314,1.008927483,0.585151529,3.58e-07,0.000160927,5.15e-06,2.58e-05,5.39e-05,6.36e-08,2.86e-05,9.14e-07,4.58e-06,9.59e-06,1.11e-07,4.99e-05,1.59e-06,7.99e-06,1.67e-05,2.52e-07,0.000113188,3.62e-06,1.81e-05,3.79e-05
"25617","18100115300651492018-09-01",0.143362056,1.208928331,0.398152771,0.489171262,0.327840852,7.34e-08,4.59e-05,1.32e-06,8.2e-06,1.82e-05,1.3e-08,8.16e-06,2.35e-07,1.46e-06,3.24e-06,2.28e-08,1.42e-05,4.1e-07,2.54e-06,5.64e-06,5.16e-08,3.23e-05,9.29e-07,5.77e-06,1.28e-05
"25618","18100207200535522018-09-01",2.164150622,10.92582238,4.893432189,5.41029743,2.650768922,1.05e-06,0.000231595,1.26e-05,4.04e-05,7.4e-05,5.94e-10,1.37e-07,7.23e-09,2.37e-08,4.39e-08,1.35e-08,2.99e-06,1.62e-07,5.22e-07,9.56e-07,3.56e-07,7.83e-05,4.25e-06,1.37e-05,2.5e-05
"25619","18100209480124682018-09-01",1.47695611,7.052119807,3.276007402,3.620024186,1.718026942,6.07e-07,7.23e-05,6.58e-06,1.57e-05,2.58e-05,3.41e-10,4.3e-08,3.73e-09,9.3e-09,1.6e-08,7.8e-09,9.47e-07,8.48e-08,2.03e-07,3.35e-07,2.05e-07,2.45e-05,2.22e-06,5.3e-06,8.71e-06
"25622","18100214473894502018-09-01",0.184194223,1.413584942,0.511086097,0.59344034,0.376001444,5.59e-08,2.18e-05,9.58e-07,4.04e-06,8.28e-06,8.62e-09,3.37e-06,1.48e-07,6.22e-07,1.28e-06,1.67e-08,6.53e-06,2.86e-07,1.21e-06,2.48e-06,3.92e-08,1.53e-05,6.71e-07,2.83e-06,5.8e-06
"25623","18100307482999912018-09-01",0.503302377,3.34705303,1.253246151,1.487325874,0.883583985,1.16e-07,4.28e-05,1.61e-06,8.78e-06,2.07e-05,6.57e-11,2.51e-08,9.37e-10,5.06e-09,1.19e-08,1.5e-09,5.52e-07,2.07e-08,1.13e-07,2.66e-07,3.93e-08,1.45e-05,5.44e-07,2.97e-06,7e-06
"25626","18100407361158432018-09-01",5.433229435,26.05424893,12.12796643,13.31634583,6.227165138,5.43e-06,0.001099742,6.62e-05,0.000205964,0.000354821,8.13e-07,0.000164714,9.91e-06,3.08e-05,5.31e-05,1.57e-06,0.000318633,1.92e-05,5.97e-05,0.000102808,3.8e-06,0.000770667,4.64e-05,0.000144335,0.000248654
"25631","18100511451925802018-09-01",0.000869179,0.445499972,0.037110718,0.111612485,0.189273608,1.47e-12,2.29e-06,4.97e-09,4.56e-07,1.87e-06,8.17e-16,1.3e-09,2.77e-12,2.56e-10,1.05e-09,1.89e-14,2.95e-08,6.38e-11,5.86e-09,2.41e-08,4.98e-13,7.75e-07,1.68e-09,1.54e-07,6.33e-07
"25632","18100608402827012018-09-01",1.733121417,9.784384159,4.033686977,4.557179906,2.510294741,1.59e-06,0.000379924,2.06e-05,7.54e-05,0.000150228,2.45e-07,5.86e-05,3.18e-06,1.16e-05,2.32e-05,4.75e-07,0.000113601,6.17e-06,2.26e-05,4.49e-05,1.11e-06,0.000266182,1.45e-05,5.28e-05,0.000105251
"25633","18100614204493882018-09-01",0.012906086,1.135097669,0.157538037,0.320297375,0.405087466,4.72e-10,2.31e-05,1.21e-07,3.79e-06,1.23e-05,8.4e-11,4.11e-06,2.15e-08,6.73e-07,2.19e-06,1.46e-10,7.17e-06,3.74e-08,1.17e-06,3.83e-06,3.32e-10,1.63e-05,8.5e-08,2.66e-06,8.68e-06
"25634","18100711374120922018-09-01",4.535432148,15.21585481,8.294904821,8.727335759,3.26923685,1.78e-05,0.001345934,0.000140708,0.000315866,0.000485343,3.17e-06,0.000239225,2.5e-05,5.61e-05,8.63e-05,5.52e-06,0.000417175,4.36e-05,9.79e-05,0.000150477,1.25e-05,0.000946591,9.9e-05,0.000222158,0.000341382
"25652","18101508193783972018-09-01",1.813446094,11.25161837,4.798495922,5.3321845,2.869226663,2.63e-06,0.000685616,3.69e-05,0.0001211,0.000216126,4.67e-07,0.000121859,6.57e-06,2.15e-05,3.84e-05,8.14e-07,0.000212499,1.14e-05,3.75e-05,6.7e-05,1.85e-06,0.000482183,2.6e-05,8.52e-05,0.000152007
"25653","18101509145528592018-09-01",0.00974242,0.088338072,0.027108484,0.034585572,0.024717799,2.66e-09,2.07e-06,4.63e-08,3.74e-07,9.51e-07,4.73e-10,3.68e-07,8.23e-09,6.65e-08,1.69e-07,8.24e-10,6.42e-07,1.44e-08,1.16e-07,2.95e-07,1.87e-09,1.46e-06,3.26e-08,2.63e-07,6.69e-07
"25656","18101511224069032018-09-01",0.500087629,4.078656218,1.483205197,1.732091292,1.114712943,9.76e-08,5.17e-05,1.65e-06,1.03e-05,2.59e-05,1.46e-08,7.74e-06,2.48e-07,1.55e-06,3.88e-06,2.83e-08,1.5e-05,4.79e-07,3e-06,7.51e-06,6.84e-08,3.62e-05,1.16e-06,7.25e-06,1.82e-05
"25657","18101512024679432018-09-01",2.109552945,8.082699396,4.134697119,4.448945233,1.933018695,8.07e-06,0.000806876,7.05e-05,0.000182962,0.000315103,1.43e-06,0.000143412,1.25e-05,3.25e-05,5.6e-05,2.5e-06,0.000250082,2.19e-05,5.67e-05,9.77e-05,5.67e-06,0.000567463,4.96e-05,0.00012868,0.000221631
"25658","18101513324313092018-09-01",7.92e-10,0.033772319,0.000232146,0.006788805,0.019019827,6.31e-23,1.04e-07,2.45e-12,5.51e-08,3.53e-07,9.73e-24,1.61e-08,3.77e-13,8.5e-09,5.44e-08,1.89e-23,3.12e-08,7.31e-13,1.65e-08,1.05e-07,4.42e-23,7.31e-08,1.71e-12,3.86e-08,2.47e-07
"25660","18101609341832862018-09-01",0.543152015,5.697246143,1.653098365,2.183598696,1.689646003,1.24e-07,0.000129273,2.55e-06,2.44e-05,6.09e-05,1.85e-08,1.94e-05,3.82e-07,3.65e-06,9.13e-06,3.59e-08,3.75e-05,7.38e-07,7.06e-06,1.77e-05,8.68e-08,9.06e-05,1.79e-06,1.71e-05,4.27e-05
"25662","18101610271743612018-09-01",0.239972116,2.375499337,0.771757769,0.949070061,0.675340397,6.68e-08,5.01e-05,1.37e-06,9.86e-06,2.61e-05,1.19e-08,8.91e-06,2.44e-07,1.75e-06,4.65e-06,2.07e-08,1.55e-05,4.25e-07,3.05e-06,8.1e-06,4.7e-08,3.53e-05,9.64e-07,6.93e-06,1.84e-05
"25663","18101615195840682018-09-01",0.102623047,0.895446743,0.296517246,0.360805508,0.242265117,5.57e-08,3.52e-05,9.75e-07,6.57e-06,1.54e-05,9.89e-09,6.25e-06,1.73e-07,1.17e-06,2.74e-06,1.72e-08,1.09e-05,3.02e-07,2.04e-06,4.77e-06,3.91e-08,2.47e-05,6.86e-07,4.62e-06,1.08e-05
"25664","18101616095628982018-09-01",15.96650194,46.01875907,27.54913346,29.05375114,9.419975229,2.49e-05,0.001027402,0.000146843,0.0002707,0.000366347,5.88e-08,2.46e-06,3.56e-07,6.64e-07,9.38e-07,8.59e-07,3.55e-05,5.09e-06,9.39e-06,1.28e-05,1.09e-05,0.000447978,6.4e-05,0.000118071,0.000159882
"25666","18101711000827022018-09-01",0.167503303,1.310656576,0.502659857,0.57997575,0.340131221,6.16e-08,2.21e-05,1.03e-06,4.14e-06,7.75e-06,1.43e-10,5.43e-08,2.41e-09,9.87e-09,1.86e-08,2.12e-09,7.67e-07,3.54e-08,1.43e-07,2.68e-07,2.69e-08,9.64e-06,4.48e-07,1.81e-06,3.38e-06
"25667","18101711091244872018-09-01",2.08715408,10.89183905,4.956184589,5.457561849,2.642922693,7.88e-06,0.001139306,9.64e-05,0.000258962,0.000431766,1.4e-06,0.000202499,1.71e-05,4.6e-05,7.67e-05,2.44e-06,0.000353126,2.99e-05,8.03e-05,0.000133848,5.54e-06,0.000801266,6.78e-05,0.000182131,0.00030368
"25669","18101810201342682018-09-01",0.000428674,0.870551073,0.05248413,0.201542334,0.364276116,9.44e-13,1.38e-05,2.47e-08,3.28e-06,1.39e-05,1.68e-13,2.45e-06,4.39e-09,5.82e-07,2.48e-06,2.93e-13,4.26e-06,7.66e-09,1.02e-06,4.32e-06,6.64e-13,9.68e-06,1.74e-08,2.3e-06,9.8e-06
"25670","18101811453772242018-09-01",0.00120892,0.085373341,0.015683583,0.026551622,0.029172563,3.39e-11,7.99e-07,8.24e-09,1.38e-07,4.01e-07,7.84e-14,1.9e-09,1.92e-11,3.24e-10,9.4e-10,1.17e-12,2.76e-08,2.84e-10,4.76e-09,1.38e-08,1.48e-11,3.48e-07,3.59e-09,6.03e-08,1.75e-07
"25674","18102209582957042018-09-01",0.173406257,1.337381519,0.523901125,0.607864222,0.359371399,1.53e-07,5.66e-05,2.57e-06,9.68e-06,1.8e-05,2.36e-08,8.73e-06,3.96e-07,1.49e-06,2.77e-06,4.59e-08,1.69e-05,7.67e-07,2.9e-06,5.38e-06,1.07e-07,3.97e-05,1.8e-06,6.78e-06,1.26e-05
"25676","18102509430461912018-09-01",7.697781428,31.07207203,15.32693084,16.85356128,7.289475939,9.16e-06,0.001034628,9.39e-05,0.000230659,0.000385089,5.2e-09,6.09e-07,5.34e-08,1.37e-07,2.38e-07,1.18e-07,1.34e-05,1.21e-06,2.98e-06,5e-06,3.1e-06,0.000350063,3.18e-05,7.8e-05,0.000130252
"25677","18103013461990682018-09-01",0.007797726,0.771861987,0.101997678,0.211836386,0.2986141,3.09e-10,1.92e-05,1.09e-07,4.15e-06,1.55e-05,5.5e-11,3.41e-06,1.94e-08,7.38e-07,2.75e-06,9.59e-11,5.95e-06,3.39e-08,1.29e-06,4.8e-06,2.18e-10,1.35e-05,7.69e-08,2.92e-06,1.09e-05
