"","PrimaryKey","horizontal_flux_total_LPI","horizontal_flux_total_UPI","horizontal_flux_total_MD","horizontal_flux_total_MN","horizontal_flux_total_STD","vertical_flux_LPI","vertical_flux_UPI","vertical_flux_MD","vertical_flux_MN","vertical_flux_STD","PM1_LPI","PM1_UPI","PM1_MD","PM1_MN","PM1_STD","PM2_5_LPI","PM2_5_UPI","PM2_5_MD","PM2_5_MN","PM2_5_STD","PM10_LPI","PM10_UPI","PM10_MD","PM10_MN","PM10_STD"
"22339","17082211113693142017-09-01",0.284870024,1.426385448,0.640310879,0.718428494,0.35973496,2.46e-07,5.5e-05,2.91e-06,9.88e-06,1.81e-05,1.39e-10,3.17e-08,1.65e-09,5.79e-09,1.08e-08,3.17e-09,7.09e-07,3.74e-08,1.28e-07,2.34e-07,8.33e-08,1.86e-05,9.84e-07,3.34e-06,6.11e-06
"22360","17082309591839942017-09-01",0.000396823,0.868646186,0.051443768,0.209932124,0.374064854,5.72e-13,8.37e-06,1.61e-08,2.23e-06,9.3e-06,3.17e-16,4.68e-09,8.98e-12,1.25e-09,5.26e-09,7.34e-15,1.07e-07,2.07e-10,2.86e-08,1.2e-07,1.94e-13,2.83e-06,5.45e-09,7.52e-07,3.15e-06
"22363","17082310102561542017-09-01",1.073739734,7.589793127,2.747034831,3.270010325,1.98287906,1.11e-06,0.000470713,1.7e-05,8.38e-05,0.000171659,1.97e-07,8.37e-05,3.03e-06,1.49e-05,3.05e-05,3.44e-07,0.000145929,5.28e-06,2.6e-05,5.32e-05,7.81e-07,0.00033108,1.2e-05,5.9e-05,0.000120727
"22387","17082409330352362017-09-01",0.037775921,0.612203068,0.167948278,0.218865929,0.175880155,3.88e-09,5.65e-06,1.43e-07,9.86e-07,2.26e-06,2.17e-12,3.34e-09,7.97e-11,5.67e-10,1.3e-09,4.99e-11,7.3e-08,1.83e-09,1.27e-08,2.91e-08,1.31e-09,1.91e-06,4.82e-08,3.34e-07,7.64e-07
"22393","17082410382822082017-09-01",0.071366446,1.15437089,0.29350046,0.401618338,0.337575254,1.99e-08,2.75e-05,6.11e-07,5.33e-06,1.24e-05,1.1e-11,1.58e-08,3.43e-10,3.05e-09,7.11e-09,2.56e-10,3.55e-07,7.85e-09,6.86e-08,1.6e-07,6.74e-09,9.31e-06,2.07e-07,1.8e-06,4.19e-06
"22519","17082810325080612017-09-01",0.008412967,0.193292717,0.044965851,0.063395511,0.057053471,7.65e-10,2.19e-06,3.84e-08,3.58e-07,8.44e-07,4.26e-13,1.28e-09,2.15e-11,2.05e-10,4.86e-10,9.82e-12,2.83e-08,4.93e-10,4.61e-09,1.09e-08,2.59e-10,7.42e-07,1.3e-08,1.21e-07,2.86e-07
"22614","17083109523692122017-09-01",1.235452772,7.544372445,3.001079384,3.456619113,1.869983861,1.11e-06,0.000347007,1.57e-05,5.88e-05,0.000110921,6.26e-10,2.15e-07,8.92e-09,3.43e-08,6.54e-08,1.43e-08,4.52e-06,2.02e-07,7.58e-07,1.43e-06,3.75e-07,0.000117381,5.32e-06,1.99e-05,3.75e-05
"22619","17083111250868632017-09-01",0.292864823,5.311040519,1.346052155,1.836404103,1.505658398,1.16e-07,0.000165154,4.43e-06,3.16e-05,6.92e-05,1.79e-08,2.55e-05,6.83e-07,4.88e-06,1.07e-05,3.47e-08,4.94e-05,1.32e-06,9.46e-06,2.07e-05,8.13e-08,0.000115707,3.1e-06,2.22e-05,4.84e-05
"22621","17083113053717282017-09-01",0.002991196,0.675674276,0.082451917,0.187556145,0.269831131,9.06e-12,2.03e-06,1.12e-08,5e-07,2.19e-06,5.02e-15,1.18e-09,6.24e-12,2.81e-10,1.23e-09,1.16e-13,2.62e-08,1.44e-10,6.42e-09,2.81e-08,3.06e-12,6.86e-07,3.79e-09,1.69e-07,7.4e-07
"22657","17090514401695752017-09-01",0.002416957,0.166206944,0.024731606,0.049392088,0.062834611,1.04e-10,3.8e-06,2.08e-08,6.45e-07,2.19e-06,1.85e-11,6.75e-07,3.7e-09,1.15e-07,3.89e-07,3.23e-11,1.18e-06,6.45e-09,2e-07,6.79e-07,7.33e-11,2.67e-06,1.46e-08,4.54e-07,1.54e-06
"22682","17090615524756542017-09-01",31.58895109,93.56812708,56.15648191,58.73890215,19.91241495,9.79e-05,0.004034741,0.000640227,0.001157097,0.00154102,2.3e-07,9.76e-06,1.5e-06,2.83e-06,3.96e-06,3.37e-06,0.000139614,2.21e-05,4.01e-05,5.38e-05,4.27e-05,0.001759514,0.000279094,0.000504673,0.000672552
"22710","17090813301867912017-09-01",59.89844088,198.1440489,111.1660813,116.9850669,44.91390744,0.000701872,0.01566839,0.003225185,0.005249551,0.00610886,0.000108211,0.002415447,0.000497219,0.000809283,0.000941632,0.000209865,0.004685053,0.000964363,0.001569678,0.001826673,0.000491726,0.010977799,0.002259604,0.003677965,0.004280401
"22752","17091114580161472017-09-01",7.470544737,26.65220251,14.3420277,15.06747004,5.712719012,8.93e-06,0.000561129,7.06e-05,0.000144998,0.000207999,1.34e-06,8.4e-05,1.06e-05,2.17e-05,3.12e-05,2.59e-06,0.000162583,2.05e-05,4.2e-05,6.03e-05,6.26e-06,0.00039323,4.95e-05,0.000101613,0.000145767
"22775","17091216050237682017-09-01",0.04066118,0.256794824,0.109030671,0.12344573,0.067903409,2.24e-08,6.11e-06,3.17e-07,1.05e-06,1.95e-06,1.26e-11,3.52e-09,1.81e-10,6.17e-10,1.16e-09,2.88e-10,7.87e-08,4.08e-09,1.36e-08,2.52e-08,7.57e-09,2.07e-06,1.07e-07,3.57e-07,6.59e-07
"22810","17091807354794372017-09-01",4.327392181,11.84176676,7.430532965,7.657487157,2.31939724,6.49e-06,0.000264429,4.12e-05,7.27e-05,9.08e-05,1.53e-08,6.82e-07,9.79e-08,1.78e-07,2.33e-07,2.24e-07,9.18e-06,1.42e-06,2.52e-06,3.17e-06,2.83e-06,0.000115648,1.8e-05,3.17e-05,3.96e-05
"22811","17091809452819232017-09-01",5.258492254,15.22899815,9.082237789,9.485858834,3.074308664,1.97e-05,0.001323348,0.000121841,0.00026715,0.000412859,3.5e-06,0.000235209,2.17e-05,4.75e-05,7.34e-05,6.1e-06,0.000410164,3.78e-05,8.28e-05,0.000127994,1.38e-05,0.000930696,8.57e-05,0.000187895,0.000290389
"22817","17091814575453992017-09-01",2.090050148,14.63679455,5.955624549,6.667434071,3.662471468,4.02e-06,0.001102787,6.03e-05,0.000212135,0.000378173,7.14e-07,0.000196023,1.07e-05,3.77e-05,6.72e-05,1.24e-06,0.000341899,1.87e-05,6.58e-05,0.000117222,2.82e-06,0.00077567,4.24e-05,0.000149195,0.000265974
"22864","17092207172657402017-09-01",3.46e-07,0.118957976,0.001473503,0.023823891,0.05969186,2.15e-18,4.02e-07,3.75e-11,1.77e-07,1.02e-06,1.19e-21,2.24e-10,2.08e-14,9.9e-11,5.72e-10,2.75e-20,5.17e-09,4.81e-13,2.27e-09,1.31e-08,7.25e-19,1.36e-07,1.27e-11,5.98e-08,3.44e-07
"22871","17092211134033552017-09-01",4.71e-07,0.271106707,0.004988847,0.056691393,0.128103058,5.9e-18,3.3e-06,6.32e-10,1.1e-06,5.66e-06,1.05e-18,5.86e-07,1.12e-10,1.96e-07,1.01e-06,1.83e-18,1.02e-06,1.96e-10,3.41e-07,1.75e-06,4.15e-18,2.32e-06,4.45e-10,7.74e-07,3.98e-06
"22874","17092211440696192017-09-01",0.00148379,0.071829581,0.013035563,0.02217342,0.024179098,6.04e-11,6.83e-07,7.36e-09,1.29e-07,3.67e-07,3.36e-14,3.87e-10,4.11e-12,7.34e-11,2.08e-10,7.75e-13,8.79e-09,9.45e-11,1.66e-09,4.72e-09,2.04e-11,2.31e-07,2.49e-09,4.38e-08,1.24e-07
"22876","17092212034618812017-09-01",0.005806499,0.845572072,0.115802558,0.234301436,0.325355249,1.66e-10,1.8e-05,1.2e-07,3.86e-06,1.43e-05,2.95e-11,3.2e-06,2.13e-08,6.86e-07,2.54e-06,5.14e-11,5.58e-06,3.72e-08,1.2e-06,4.43e-06,1.17e-10,1.27e-05,8.43e-08,2.71e-06,1e-05
"22904","17092515443136452017-09-01",0.004918834,0.581507553,0.071105018,0.158018101,0.232911421,8.42e-11,7.32e-06,3.74e-08,1.7e-06,6.96e-06,1.5e-11,1.3e-06,6.65e-09,3.03e-07,1.24e-06,2.61e-11,2.27e-06,1.16e-08,5.28e-07,2.16e-06,5.92e-11,5.15e-06,2.63e-08,1.2e-06,4.89e-06
"22938","17100208285596842017-09-01",5.6e-08,0.034842147,0.000380767,0.006736157,0.017029134,2.87e-19,1.96e-07,1.74e-11,9.03e-08,5.43e-07,5.1e-20,3.48e-08,3.09e-12,1.61e-08,9.64e-08,8.89e-20,6.07e-08,5.38e-12,2.8e-08,1.68e-07,2.02e-19,1.38e-07,1.22e-11,6.35e-08,3.82e-07
"22941","17100209392270302017-09-01",1.837483982,11.3745409,4.752193747,5.317836703,2.77104998,4e-06,0.000953373,5.54e-05,0.000187581,0.000331611,7.11e-07,0.000169465,9.85e-06,3.33e-05,5.89e-05,1.24e-06,0.000295582,1.72e-05,5.81e-05,0.000102789,2.81e-06,0.000670582,3.9e-05,0.000131926,0.000233227
"22942","17100209515146572017-09-01",2.37e-10,0.20089429,0.000991336,0.037888689,0.101320545,1.94e-24,1.25e-06,1.79e-11,5.66e-07,3.48e-06,3.45e-25,2.22e-07,3.18e-12,1.01e-07,6.19e-07,6.02e-25,3.88e-07,5.54e-12,1.75e-07,1.08e-06,1.37e-24,8.8e-07,1.26e-11,3.98e-07,2.45e-06
"22945","17100213273148712017-09-01",6.76e-07,0.0054996,0.000196785,0.001287525,0.003107896,4.1e-17,6.57e-09,5.05e-12,3.94e-09,2.49e-08,2.27e-20,3.67e-12,2.8e-15,2.2e-12,1.39e-11,5.26e-19,8.44e-11,6.48e-14,5.06e-11,3.19e-10,1.39e-17,2.22e-09,1.71e-12,1.33e-09,8.41e-09
"22952","17100313574322672017-09-01",0.001833234,0.97555666,0.094958641,0.246568517,0.379094921,2.66e-11,2.9e-05,1.22e-07,6.16e-06,2.25e-05,4.73e-12,5.15e-06,2.18e-08,1.09e-06,4.01e-06,8.25e-12,8.98e-06,3.79e-08,1.91e-06,6.98e-06,1.87e-11,2.04e-05,8.61e-08,4.33e-06,1.58e-05
"22954","17100314422263752017-09-01",0.202455084,1.389720803,0.564174305,0.636130766,0.3572145,8.68e-08,2.86e-05,1.34e-06,5.62e-06,1.12e-05,1.3e-08,4.28e-06,2.01e-07,8.41e-07,1.68e-06,2.52e-08,8.29e-06,3.9e-07,1.63e-06,3.25e-06,6.08e-08,2e-05,9.42e-07,3.94e-06,7.85e-06
"22966","17100608553341972017-09-01",4.198602223,12.05510151,7.229994497,7.590517117,2.465805955,8.6e-06,0.000548861,5.43e-05,0.000118439,0.00018892,1.53e-06,9.76e-05,9.65e-06,2.11e-05,3.36e-05,2.66e-06,0.000170189,1.68e-05,3.67e-05,5.86e-05,6.04e-06,0.000386077,3.82e-05,8.33e-05,0.000132877
"22970","17100808351239492017-09-01",0.009691697,0.16046477,0.040849832,0.05610531,0.047563635,9.91e-10,1.54e-06,3.23e-08,2.89e-07,6.95e-07,5.54e-13,8.86e-10,1.81e-11,1.65e-10,3.98e-10,1.27e-11,1.99e-08,4.15e-10,3.72e-09,8.94e-09,3.35e-10,5.22e-07,1.09e-08,9.77e-08,2.35e-07
"22971","17100809103967162017-09-01",0.129433248,2.120927567,0.583374778,0.790083568,0.667580181,8.09e-09,1.34e-05,3.15e-07,2.8e-06,7.79e-06,4.52e-12,7.99e-09,1.78e-10,1.6e-09,4.43e-09,1.04e-10,1.72e-07,4.05e-09,3.6e-08,1e-07,2.74e-09,4.53e-06,1.07e-07,9.46e-07,2.63e-06
"22972","17100810032860442017-09-01",2.193656928,8.356856765,4.241124714,4.711091755,1.986602896,5.95e-06,0.000432896,4.94e-05,0.000108268,0.000174272,3.4e-09,2.53e-07,2.85e-08,6.47e-08,1.1e-07,7.67e-08,5.59e-06,6.36e-07,1.4e-06,2.27e-06,2.01e-06,0.000146391,1.67e-05,3.66e-05,5.9e-05
"22973","17100814085527592017-09-01",0.000744697,0.657397495,0.070292074,0.170913444,0.255479789,5.56e-12,1.24e-05,6.03e-08,2.65e-06,9.68e-06,9.88e-13,2.2e-06,1.07e-08,4.71e-07,1.72e-06,1.72e-12,3.83e-06,1.87e-08,8.22e-07,3e-06,3.91e-12,8.7e-06,4.24e-08,1.87e-06,6.81e-06
"22976","17100816023552872017-09-01",10.51778179,38.66391411,19.71767481,21.43795061,8.858350787,2.7e-05,0.000802318,0.000132987,0.000246232,0.000334939,4.16e-06,0.000123694,2.05e-05,3.8e-05,5.16e-05,8.07e-06,0.0002399,3.98e-05,7.36e-05,0.000100152,1.89e-05,0.000562107,9.32e-05,0.000172515,0.000234678
"23002","17101616020163562017-09-01",16.72709939,52.40461354,29.01613265,31.22363856,11.07994462,8.67e-05,0.002994121,0.000522186,0.000921974,0.001234466,1.34e-05,0.000461608,8.05e-05,0.000142138,0.0001903,2.59e-05,0.000895268,0.000156138,0.00027568,0.000369124,6.08e-05,0.002097684,0.000365842,0.000645949,0.000864925
"23036","17102118540241582017-09-01",0.026093145,0.318562796,0.091551982,0.124373428,0.104737068,1.62e-09,2.21e-06,4.57e-08,4.75e-07,1.44e-06,3.79e-12,5.29e-09,1.07e-10,1.12e-09,3.37e-09,5.59e-11,7.62e-08,1.57e-09,1.64e-08,4.95e-08,7.08e-10,9.64e-07,1.99e-08,2.07e-07,6.26e-07
"23038","17102307510133062017-09-01",0.292604596,1.354784906,0.633972842,0.696260809,0.328351086,5.03e-07,5.66e-05,5.28e-06,1.28e-05,2.13e-05,2.85e-10,3.29e-08,3e-09,7.59e-09,1.33e-08,6.47e-09,7.32e-07,6.82e-08,1.65e-07,2.77e-07,1.7e-07,1.91e-05,1.79e-06,4.33e-06,7.22e-06
"23039","17102310064053812017-09-01",55.07354197,179.7297504,99.53184671,107.2091046,40.61488172,0.000921451,0.020206558,0.004407796,0.006970453,0.00749383,0.000163774,0.003591949,0.000783424,0.001239023,0.001332323,0.000285584,0.006265801,0.00136612,0.002161255,0.002325502,0.000648033,0.014213815,0.003099908,0.004902876,0.005272558
"23040","17102310271841322017-09-01",92.55183574,276.3202573,160.7814967,173.2506663,58.51465759,0.000886197,0.024429702,0.00468077,0.008003105,0.009875515,0.00013273,0.003659072,0.000701063,0.001198697,0.001479205,0.000256759,0.007078615,0.00135617,0.002318909,0.002861741,0.000621017,0.017120311,0.003280139,0.005608533,0.006921112
"23041","17102310451212652017-09-01",1.195518023,7.538540769,2.858066809,3.290964724,1.85343652,6.35e-07,0.000222784,8.5e-06,3.92e-05,8.1e-05,9.79e-08,3.43e-05,1.31e-06,6.04e-06,1.25e-05,1.9e-07,6.66e-05,2.54e-06,1.17e-05,2.42e-05,4.45e-07,0.000156086,5.95e-06,2.74e-05,5.67e-05
"23042","17102311070931422017-09-01",0.007303125,0.052705533,0.016470874,0.02159953,0.017239773,1.25e-09,1.12e-06,1.65e-08,2.41e-07,8.06e-07,2.21e-10,1.99e-07,2.94e-09,4.28e-08,1.43e-07,3.86e-10,3.48e-07,5.12e-09,7.46e-08,2.5e-07,8.76e-10,7.89e-07,1.16e-08,1.69e-07,5.67e-07
"23043","17102311331270502017-09-01",3.99e-15,0.00495095,5.06e-06,0.001016465,0.003490135,5.76e-33,8.37e-09,7.38e-15,7.43e-09,5.89e-08,1.02e-33,1.49e-09,1.31e-15,1.32e-09,1.05e-08,1.78e-33,2.59e-09,2.29e-15,2.3e-09,1.83e-08,4.05e-33,5.89e-09,5.19e-15,5.22e-09,4.15e-08
"23044","17102312015948222017-09-01",27.08516204,95.49131011,51.37610646,54.48651479,20.81723206,0.000113574,0.006801689,0.000874925,0.001760441,0.002517899,6.43e-08,4.04e-06,5.14e-07,1.06e-06,1.6e-06,1.46e-06,8.81e-05,1.13e-05,2.28e-05,3.28e-05,3.84e-05,0.002300529,0.000295878,0.000595391,0.000851755
"23074","17103012585095442017-09-01",0.000501895,0.114073863,0.013790094,0.030352532,0.046550575,6.13e-12,1.45e-06,7.66e-09,3.91e-07,1.69e-06,1.09e-12,2.57e-07,1.36e-09,6.94e-08,3e-07,1.9e-12,4.49e-07,2.37e-09,1.21e-07,5.24e-07,4.31e-12,1.02e-06,5.39e-09,2.75e-07,1.19e-06
"23091","17110115314049412017-09-01",5.079749252,16.42555172,9.10748738,9.841670288,3.610644889,4.02e-05,0.001377483,0.000214333,0.000411951,0.000573585,7.15e-06,0.000244835,3.81e-05,7.32e-05,0.000101963,1.25e-05,0.000426965,6.64e-05,0.00012771,0.000177876,2.83e-05,0.00096879,0.000150735,0.000289745,0.000403484
"23098","17110616112979972017-09-01",10.70700736,31.89215428,18.52713643,19.84020695,6.698017685,1.54e-05,0.00048513,8.51e-05,0.000145323,0.000180464,2.31e-06,7.27e-05,1.27e-05,2.18e-05,2.7e-05,4.47e-06,0.000140569,2.46e-05,4.21e-05,5.23e-05,1.08e-05,0.00033998,5.96e-05,0.000101841,0.000126475
"23100","17110811013456452017-09-01",0.000101668,0.192317217,0.010340296,0.043671732,0.085644804,1.09e-13,1.64e-06,2.14e-09,4.52e-07,2.17e-06,1.94e-14,2.92e-07,3.8e-10,8.03e-08,3.87e-07,3.38e-14,5.1e-07,6.63e-10,1.4e-07,6.74e-07,7.66e-14,1.16e-06,1.51e-09,3.18e-07,1.53e-06
"23101","17110812471081502017-09-01",0.012463955,0.257399887,0.063351644,0.089658269,0.07985336,8.85e-10,1.98e-06,3.94e-08,4.14e-07,1.34e-06,1.57e-10,3.52e-07,7.01e-09,7.36e-08,2.38e-07,2.74e-10,6.13e-07,1.22e-08,1.28e-07,4.15e-07,6.22e-10,1.39e-06,2.77e-08,2.91e-07,9.41e-07
"23102","17110813561551782017-09-01",3.18e-05,0.088256395,0.006468382,0.020461716,0.033790757,2.69e-14,6.39e-07,1.26e-09,1.05e-07,3.75e-07,1.49e-17,3.6e-10,7.02e-13,5.91e-11,2.11e-10,3.46e-16,8.21e-09,1.62e-11,1.35e-09,4.82e-09,9.11e-15,2.16e-07,4.28e-10,3.55e-08,1.27e-07
"23103","17110814135644082017-09-01",2.094161134,11.75146018,5.12647939,5.743836206,3.011676366,4.62e-06,0.001097628,5.84e-05,0.000195194,0.00035915,8.21e-07,0.000195088,1.04e-05,3.47e-05,6.38e-05,1.43e-06,0.000340191,1.81e-05,6.05e-05,0.000111329,3.25e-06,0.000771939,4.11e-05,0.00013728,0.000252598
"23105","17110814241992362017-09-01",0.299248821,2.466008648,0.73183703,0.941438155,0.6573862,6.24e-08,5e-05,1.34e-06,9.39e-06,2.09e-05,3.56e-11,2.9e-08,7.62e-10,5.4e-09,1.21e-08,8.02e-10,6.45e-07,1.72e-08,1.21e-07,2.7e-07,2.11e-08,1.69e-05,4.53e-07,3.18e-06,7.08e-06
"23106","17110814514395292017-09-01",0.104098698,1.169467208,0.37912839,0.470311837,0.327022495,3.34e-08,2.35e-05,8.87e-07,3.95e-06,7.61e-06,5.16e-09,3.62e-06,1.37e-07,6.1e-07,1.17e-06,1e-08,7.01e-06,2.65e-07,1.18e-06,2.27e-06,2.34e-08,1.64e-05,6.21e-07,2.77e-06,5.33e-06
"23116","17111308011268372017-09-01",0.004127396,0.043435421,0.012772058,0.016852333,0.012542625,2.16e-09,1.86e-06,4.94e-08,3.63e-07,8.64e-07,3.84e-10,3.31e-07,8.77e-09,6.46e-08,1.54e-07,6.7e-10,5.78e-07,1.53e-08,1.13e-07,2.68e-07,1.52e-09,1.31e-06,3.47e-08,2.56e-07,6.08e-07
"23117","17111313043229692017-09-01",0.00282349,0.254276728,0.04049146,0.072077018,0.093455962,1.85e-10,6.84e-06,6.09e-08,1.51e-06,5.4e-06,3.28e-11,1.22e-06,1.08e-08,2.69e-07,9.61e-07,5.72e-11,2.12e-06,1.89e-08,4.7e-07,1.68e-06,1.3e-10,4.81e-06,4.28e-08,1.07e-06,3.8e-06
"23131","17111714051770062017-09-01",0.000146305,0.097498769,0.007210763,0.023844963,0.045841474,1.37e-13,2.57e-07,5.67e-10,8.83e-08,4.75e-07,7.58e-17,1.44e-10,3.17e-13,4.95e-11,2.66e-10,1.75e-15,3.3e-09,7.29e-12,1.13e-09,6.1e-09,4.62e-14,8.67e-08,1.92e-10,2.99e-08,1.6e-07
"23133","17111816320841742017-09-01",0.71077236,5.595518079,2.017484013,2.420068738,1.517827231,2.09e-07,9.87e-05,3.51e-06,1.76e-05,3.83e-05,1.17e-10,6.01e-08,1.99e-09,1.02e-08,2.21e-08,2.68e-09,1.28e-06,4.52e-08,2.27e-07,4.93e-07,7.07e-08,3.34e-05,1.19e-06,5.97e-06,1.29e-05
"23135","17112007395653062017-09-01",0.097089529,0.777812517,0.276772996,0.329780305,0.206875167,8.63e-08,4.43e-05,1.47e-06,6.93e-06,1.39e-05,1.53e-08,7.87e-06,2.62e-07,1.23e-06,2.48e-06,2.67e-08,1.37e-05,4.57e-07,2.15e-06,4.32e-06,6.07e-08,3.11e-05,1.04e-06,4.87e-06,9.8e-06
"23144","17112715381165862017-09-01",1.27e-06,0.011352739,0.000413846,0.002614957,0.005652516,2.12e-16,3.96e-08,3.2e-11,1.6e-08,8.44e-08,1.17e-19,2.21e-11,1.78e-14,8.97e-12,4.74e-11,2.71e-18,5.08e-10,4.11e-13,2.06e-10,1.08e-09,7.15e-17,1.34e-08,1.08e-11,5.41e-09,2.85e-08
"23150","17113016121217952017-09-01",0.004995918,0.092139182,0.020015887,0.031391186,0.030705263,1.68e-10,5.61e-07,6.22e-09,9.81e-08,2.99e-07,3.9e-13,1.31e-09,1.44e-11,2.3e-10,6.99e-10,5.79e-12,1.93e-08,2.14e-10,3.38e-09,1.03e-08,7.33e-11,2.45e-07,2.71e-09,4.28e-08,1.3e-07
"23151","17120108013662422017-09-01",13.82678134,51.53683895,28.18323789,29.75351299,12.01823798,0.000434909,0.008273174,0.001846669,0.002941931,0.003181647,7.73e-05,0.001470502,0.000328223,0.000522934,0.000565668,0.000134792,0.002564509,0.000572367,0.000912118,0.000987181,0.000305861,0.00581871,0.001298745,0.002069283,0.002238604
"23152","17120109184541602017-09-01",1.129205295,5.20293254,2.381853087,2.605862746,1.212206048,6.37e-07,0.00014046,6.71e-06,2.44e-05,4.89e-05,9.83e-08,2.17e-05,1.03e-06,3.77e-06,7.54e-06,1.91e-07,4.2e-05,2.01e-06,7.31e-06,1.46e-05,4.47e-07,9.84e-05,4.7e-06,1.71e-05,3.43e-05
"23153","17120113560428622017-09-01",65.55064524,200.399137,115.2195837,121.3949529,40.51015949,3.53e-05,0.001290618,0.000237424,0.000420762,0.000556338,3.72e-09,4.35e-07,3.22e-08,1.44e-07,4.41e-07,4.42e-08,2.57e-06,3.11e-07,7.5e-07,1.52e-06,6.13e-06,0.000225019,4.13e-05,7.35e-05,9.8e-05
"23154","17120319172360002017-09-01",0.219629177,1.979562503,0.652025293,0.802008154,0.536321556,1.45e-07,9.25e-05,2.88e-06,1.55e-05,3.24e-05,2.58e-08,1.64e-05,5.11e-07,2.76e-06,5.76e-06,4.5e-08,2.87e-05,8.92e-07,4.81e-06,1.01e-05,1.02e-07,6.5e-05,2.02e-06,1.09e-05,2.28e-05
"23156","17120408421048582017-09-01",0.008839207,0.358977908,0.055655003,0.106425774,0.135277841,1.15e-10,1.84e-06,9.88e-09,3.55e-07,1.41e-06,1.78e-11,2.84e-07,1.52e-09,5.47e-08,2.18e-07,3.45e-11,5.51e-07,2.95e-09,1.06e-07,4.22e-07,8.08e-11,1.29e-06,6.92e-09,2.49e-07,9.89e-07
"23158","17120410561463082017-09-01",0.515317081,2.527089292,1.156821194,1.272886132,0.641523485,9.09e-08,1.91e-05,9.64e-07,4.5e-06,1.19e-05,1.36e-08,2.86e-06,1.44e-07,6.74e-07,1.78e-06,2.63e-08,5.53e-06,2.79e-07,1.3e-06,3.44e-06,6.37e-08,1.34e-05,6.75e-07,3.16e-06,8.33e-06
"23164","17120614042441072017-09-01",0.062659441,0.759330092,0.210127649,0.284578725,0.235065832,7.05e-09,9.96e-06,1.78e-07,1.9e-06,5.87e-06,1.25e-09,1.77e-06,3.16e-08,3.37e-07,1.04e-06,2.19e-09,3.09e-06,5.51e-08,5.88e-07,1.82e-06,4.96e-09,7.01e-06,1.25e-07,1.33e-06,4.13e-06
"23165","17120616422840332017-09-01",0.001937145,0.060124606,0.0129747,0.019997999,0.019838648,6.81e-11,3.98e-07,5.27e-09,7.13e-08,2.08e-07,1.58e-13,9.3e-10,1.23e-11,1.67e-10,4.87e-10,2.34e-12,1.37e-08,1.81e-10,2.45e-09,7.16e-09,2.97e-11,1.73e-07,2.3e-09,3.11e-08,9.06e-08
"23166","17120707534774512017-09-01",0.195903651,1.108651423,0.404045848,0.485403361,0.298571006,3.64e-08,1.72e-05,3.87e-07,3.29e-06,1e-05,6.47e-09,3.06e-06,6.88e-08,5.84e-07,1.78e-06,1.13e-08,5.33e-06,1.2e-07,1.02e-06,3.1e-06,2.56e-08,1.21e-05,2.72e-07,2.31e-06,7.04e-06
"23167","17120708540421792017-09-01",0.999716385,4.92542139,2.28239688,2.521730757,1.222847817,1.08e-06,0.000148413,1.18e-05,3.18e-05,5.5e-05,6.08e-10,8.6e-08,6.76e-09,1.88e-08,3.36e-08,1.39e-08,1.91e-06,1.51e-07,4.1e-07,7.13e-07,3.66e-07,5.02e-05,3.98e-06,1.07e-05,1.86e-05
"23168","17120709325055792017-09-01",0.039750737,1.207777056,0.234210401,0.364393006,0.354534875,2.26e-09,1.12e-05,1.63e-07,1.9e-06,4.85e-06,5.24e-12,2.62e-08,3.79e-10,4.46e-09,1.14e-08,7.77e-11,3.85e-07,5.6e-09,6.54e-08,1.67e-07,9.85e-10,4.87e-06,7.09e-08,8.28e-07,2.11e-06
"23169","17120710130815002017-09-01",0.001986022,0.135444056,0.019836067,0.040716589,0.053856744,6.05e-11,2.21e-06,1.07e-08,4.06e-07,1.5e-06,1.08e-11,3.93e-07,1.9e-09,7.22e-08,2.66e-07,1.87e-11,6.86e-07,3.31e-09,1.26e-07,4.64e-07,4.25e-11,1.56e-06,7.51e-09,2.86e-07,1.05e-06
"23170","17120711082878692017-09-01",0.038018221,0.445662253,0.129257847,0.161565093,0.116489555,1.18e-08,1.03e-05,2.69e-07,1.82e-06,4.25e-06,1.82e-09,1.58e-06,4.14e-08,2.81e-07,6.55e-07,3.52e-09,3.07e-06,8.03e-08,5.45e-07,1.27e-06,8.25e-09,7.19e-06,1.88e-07,1.28e-06,2.98e-06
"23171","17120712004655932017-09-01",1.56e-05,0.023097885,0.001576681,0.005362301,0.009872381,2.26e-14,1.58e-07,3.45e-10,4.5e-08,2.11e-07,3.49e-15,2.44e-08,5.32e-11,6.94e-09,3.25e-08,6.76e-15,4.74e-08,1.03e-10,1.35e-08,6.3e-08,1.58e-14,1.11e-07,2.42e-10,3.16e-08,1.48e-07
"23172","17120712441691032017-09-01",0.001586891,0.114358857,0.018304505,0.034307005,0.042287816,2.74e-11,7.14e-07,6.2e-09,1.75e-07,7.26e-07,4.87e-12,1.27e-07,1.1e-09,3.11e-08,1.29e-07,8.49e-12,2.21e-07,1.92e-09,5.42e-08,2.25e-07,1.93e-11,5.02e-07,4.36e-09,1.23e-07,5.1e-07
"23173","17120713220934652017-09-01",0.0004613,0.040010153,0.005400091,0.011361519,0.015152289,7.89e-12,3.48e-07,1.94e-09,7.09e-08,2.56e-07,4.39e-15,2.01e-10,1.08e-12,4e-11,1.44e-10,1.01e-13,4.49e-09,2.5e-11,9.11e-10,3.29e-09,2.67e-12,1.18e-07,6.57e-10,2.4e-08,8.66e-08
